oid,host_id,z
ZTF20aacevxq,UGC 00902,0.020888
ZTF20aacexgb,WISEA J022939.87-274504.8,
ZTF20aacezzs,WISEA J030110.50-212858.2,
ZTF20aacewyh,WISEA J041719.70-171722.6,
ZTF20aacgrql,WISEA J050059.00-202058.3,0.031518
ZTF20aacflzq,SDSS J001853.84-064948.8,0.053
ZTF20aacvyjx,WISEA J101440.93+760152.5,
ZTF20aacxhsj,SDSS J100326.98-025359.1,0.091
ZTF20aadclfe,SDSS J111744.37+314321.8,0.066
ZTF20aaczcob,WISEA J073739.77-085557.8,
ZTF20aacyzzp,WISEA J083809.07+251722.7,0.02961
ZTF20aadblvr,WISEA J115801.94-224726.5,
ZTF20aaaygjx,WISEA J101120.49+175030.0,0.074661
ZTF19acxqawb,SDSS J140639.92-111954.5,0.074
ZTF20aadcaop,WISEA J141208.87-040711.2,0.054494
ZTF20aadcbqs,2MASX J15195572+0256039,0.08082
ZTF20aadcbux,SDSS J150428.71+082141.1,0.067
ZTF19aczkkaj,WISEA J150438.82+091119.9,0.056424
ZTF19acxqano,CGCG 077-078,0.031382
ZTF19acxqakw,WISEA J150648.78+084439.7,0.045569
ZTF20aadcbzn,SDSS J154657.94+083647.2,0.058
ZTF20aadccer,WISEA J154537.86+180803.6,0.109898
ZTF19aczkjxn,WISEA J160647.02+203219.9,0.033326
ZTF20aadccez,WISEA J155018.66+215644.8,0.115045
ZTF20aaddbem,WISEA J155708.45+213051.1,0.031722
ZTF20aadccel,WISEA J153955.65+213835.9,0.03812
ZTF20aadceoq,WISEA J152312.20+803749.9,
ZTF20aadcfva,UGC 08332,0.060143
ZTF20aadcigi,WISEA J140254.85+395907.0,0.078323
ZTF20aadcirh,SDSS J132901.32+381410.0,0.037
ZTF20aadcjdr,WISEA J131042.38+370519.9,
ZTF20aadcitq,2MASX J13391444+3859393,0.080283
ZTF20aadcmit,WISEA J115534.31-275100.1,0.031485
ZTF20aadcmja,ESO 504- G 004,0.027072
ZTF20aadcqkx,MSPM 02130,0.07033
ZTF19acyjisf,2MASX J12315349+5502499,0.052717
ZTF20aadcxll,WISEA J154844.11+661642.1,
ZTF20aadcygw,SDSS J164151.76+625202.5,0.057
ZTF20aadczqe,WISEA J165314.21+524617.4,
ZTF20aaddano,WISEA J154158.76+121241.8,0.049882
ZTF20aaddbas,SDSS J155047.53+220213.7,0.056
