oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF22abctgyb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcptio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcorth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcmmkz,SDSS J153228.97+013723.3,233.12072,1.62316,4.247006553819731,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcemlb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abctuxo,SDSS J073225.84+395348.9,113.107649132676,39.8969199122179,2.388344567520804,SDSSDR16,True,0.09811203,1.478318e-05,specz,0.0,0.1455801658895598,2.29613157415726
ZTF22abctjuq,SDSS J045623.03-010423.1,74.0959613312115,-1.07308340980823,2.075100260800405,SDSSDR16,False,0.183728,0.011978,photoz,1.0,0.3482226930985528,2.3713502318284445
ZTF22abcsnri,SDSS J024835.44+425408.6,42.1476525425131,42.9024084994564,0.2040916874338585,SDSSDR16,False,0.36918,0.167115,photoz,3.0,0.229236386360734,0.0381633854338661
ZTF22abcskyz,WISEA J014122.73+394557.7,25.34448,39.76615,1.5075055527591843,NED,False,NULL,NULL,NULL,4.0,0.6614861761804056,1.9112994580798583
ZTF22abcskvr,WISEA J020441.83+443257.9,31.17433,44.54943,1.715580564562562,NED,False,NULL,NULL,NULL,5.0,0.267283203045921,1.73801262561213
ZTF22abcsekj,GALEXASC J020727.09-230806.4,31.86291,-23.13512,2.609633737526602,NED,False,NULL,NULL,NULL,6.0,0.807412841012041,2.580006662468745
ZTF22abcsdri,SDSS J011020.46+262634.4,17.5852353301208,26.4429091788679,6.487502578337334,SDSSDR16,False,0.065769,0.016118,photoz,7.0,0.4471859167889465,6.685513927251663
ZTF22abcrzcd,SDSS J225536.69-042039.1,343.902857128776,-4.3442023678836,3.929590915131311,SDSSDR16,False,0.092814,0.02354,photoz,8.0,0.7193977004243582,3.2857964201868297
ZTF22abcrsyf,SDSS J002910.03-173207.4,7.29180668698507,-17.5354073345206,1.3191909828095365,SDSSDR16,False,0.135751,0.03105,photoz,9.0,1.1978617952839097,2.4434974507129024
ZTF22abcqlyi,SDSS J233105.59-073255.4,352.773272113676,-7.54874414184347,1.4888590754435345,SDSSDR16,False,0.405446,0.070899,photoz,10.0,0.2881148939897332,1.6873020947460164
ZTF22abcpvay,WISEA J213953.69-173142.2,324.97375,-17.52827,3.062769870598958,NED,False,NULL,NULL,NULL,11.0,2.013710526006918,2.732145794863569
ZTF22abcprvj,SDSS J214142.41+171348.1,325.426700587406,17.2300305573375,0.9635101900628752,SDSSDR16,False,0.358107,0.098779,photoz,13.0,0.9833594676838672,1.7347791112531596
ZTF22abcpmui,SDSS J205137.41+025643.0,312.90587623368,2.94528755290648,2.61538532747532,SDSSDR16,False,0.151027,0.09571,photoz,14.0,2.1488807330885087,3.9507249023288367
ZTF22abcmmwm,SDSS J153440.63+082205.2,233.669273312081,8.36812864670318,2.3211455797420806,SDSSDR16,True,0.04419092,1.456149e-05,specz,16.0,0.1936390755905344,2.259363585011976
ZTF22abcejqh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,NULL,NULL
ZTF22abccpso,WISEA J001929.65+513142.1,4.87358,51.52837,0.5932719942052369,NED,False,NULL,NULL,NULL,20.0,0.4086785284156506,0.2102757273734921
ZTF22abcabij,WISEA J165726.49+811816.3,254.36133,81.30452,0.4616750512342895,NED,False,NULL,NULL,NULL,21.0,0.9209412422631382,1.3311378300942718
ZTF22abbujvo,SDSS J223758.14-014003.8,339.492270064738,-1.66774125079355,0.1998451559362599,SDSSDR16,False,0.103661,0.0327,photoz,22.0,0.3404421187895013,0.2517056573535952
ZTF22abbjxmg,SDSS J024523.23-051557.1,41.3467885345499,-5.26586626482764,1.3996989942845188,SDSSDR16,False,0.170867,0.041189,photoz,23.0,0.5183302287148793,1.4240893836923876
ZTF22abayabn,WISEA J022124.22+440220.7,35.35097,44.03906,1.0326964406587948,NED,False,NULL,NULL,NULL,24.0,0.2173970584173409,1.0332162223383012
