oid,host_id,z
ZTF20adaftef,WISEA J100514.83+215438.9,0.084025
ZTF20adadzak,WISEA J002957.20+744532.9,
ZTF20adadshh,NGC 3500,0.011565
ZTF20adadrhw,KUG 0830+278,0.007505
ZTF20adadjqe,WISEA J065111.49+522146.5,
ZTF20adadlqv,WISEA J031701.85+365315.5,
ZTF20adadixi,SDSS J015137.30+192324.4,0.073
ZTF20adadfjy,WISEA J013033.19-223451.2,
ZTF20adadffg,SDSS J010935.01+424543.8,0.070
ZTF20adafibq,WISEA J080644.52-141840.1,
ZTF20adaenal,WISEA J083433.37-065010.5,
ZTF20adaeagd,SDSS J081006.61+171223.6,0.148
ZTF20acztnts,2MASX J11055879+0719559,0.068197
ZTF20adafjgv,WISEA J083941.62+110213.7,0.136548
ZTF20adabyww,WISEA J214717.29+332846.0,
ZTF20acynjic,SDSS J230153.43+244853.9,0.097
