oid,host_id,z
ZTF19adakrfj,WISEA J235941.07-205433.1,
ZTF19adakpgc,GALEXASC J000103.13-270204.5,
ZTF19adakxsg,SDSS J213107.93+112426.1,0.100
ZTF19adalnxj,WISEA J014921.29+134851.2,0.055905
ZTF19adalnyq,WISEA J014741.34-265552.8,0.060942
ZTF19adalouc,SDSS J022413.05-103015.7,0.056
ZTF19adaloum,WISEA J031136.48-174702.8,
ZTF19adanktp,WISEA J023524.65-234030.2,
ZTF19adanzxt,WISEA J040154.91-191208.4,
ZTF19adaoafq,WISEA J043411.94-155755.9,
ZTF19adavnux,WISEA J080354.87+764624.9,
ZTF19adawhnt,WISEA J092910.91-215427.4,
ZTF19adawqkl,SDSS J112209.50+433118.8,0.123
ZTF19adavznw,2MASS J12280018+2858019,0.051125
ZTF19adavzum,WISEA J122140.08+413146.4,
ZTF19adawqog,WISEA J104908.14+371316.5,
