oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21acmrbwp,WISEA J095545.39-141432.8,148.93931,-14.24241,0.9162384414213103,NED,NULL,NULL,NULL,NULL
ZTF21acmrbwc,WISEA J094834.77-154930.7,147.14491,-15.8252,3.6828545331423324,NED,NULL,NULL,NULL,NULL
ZTF21acmrbvi,WISEA J095716.05-190757.7,149.31708,-19.13222,6.039347981709683,NED,True,0.013409,NULL,
ZTF21acmqzop,SDSS J102915.04+263508.6,157.312686864895,26.5857274467295,10.270872818814796,SDSSDR16,False,0.103521,0.013086,photoz
ZTF21acmqyef,WISEA J103145.38+655208.5,157.93921,65.869,0.5655974753676396,NED,True,0.127965,NULL,SPEC
ZTF21acmqqhz,SDSS J081946.87+050123.7,124.945283007939,5.02327081761047,0.6899002749237161,SDSSDR16,False,0.199983,0.024686,photoz
ZTF21acmqiid,WISEA J094729.02+722627.1,146.87096,72.44087,0.23789175578435678,NED,NULL,NULL,NULL,NULL
ZTF21acmqibb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21acmqblq,SDSS J103434.73+364713.2,158.644699195229,36.7870248896497,1.0869083059882592,SDSSDR16,False,0.117306,0.030169,photoz
ZTF21acmokgp,SDSS J103750.68+040052.0,159.461183584593,4.01445191557337,2.375477474110033,SDSSDR16,False,0.054613,0.018935,photoz
ZTF21acmoeqk,SDSS J095812.38+513340.4,149.551565112357,51.5612401746504,0.46411704772306583,SDSSDR16,False,0.119456,0.078469,photoz
ZTF21acmnpqa,WISEA J111646.93+692501.9,169.1955,69.41711,6.4299543513502035,NED,False,0.053131,NULL,PHOT
ZTF21acmjmdc,WISEA J031934.92-274734.6,49.89592,-27.79328,1.9436025690634886,NED,True,0.140848,NULL,
ZTF21acmjctq,WISEA J052432.28+060807.0,81.13453,6.13528,2.1300617356144387,NED,NULL,NULL,NULL,NULL
ZTF21acmialw,SDSS J014923.42-082629.6,27.3475729890101,-8.44156411580788,6.7312621761649405,SDSSDR16,True,0.07631636,1.692992e-05,specz
ZTF21acmhqio,SDSS J234505.04+311409.7,356.271019460707,31.236043070566,0.1951580581058534,SDSSDR16,False,0.342594,0.051278,photoz
ZTF21acmhijh,WISEA J002852.63-164157.7,7.21925,-16.69942,3.8758171411463156,NED,True,0.1073,NULL,
ZTF21acmfuyc,SDSS J011528.48+051812.5,18.8686495854273,5.3034923688735,0.9743862308795614,SDSSDR16,False,0.491657,0.118308,photoz
ZTF21acmezph,SDSS J002821.81-015143.9,7.09088254698125,-1.8622108339593,4.029754846774195,SDSSDR16,False,0.193505,0.026689,photoz
ZTF21acmckio,SDSS J230609.80-053831.1,346.54082885171,-5.64199806336953,1.032191514447923,SDSSDR16,False,0.094047,0.025503,photoz
ZTF21acmcebp,WISEA J192648.03+795158.8,291.70015,79.86635,0.952481530500709,NED,NULL,NULL,NULL,NULL
ZTF21acmccfp,WISEA J193255.78+803244.8,293.23222,80.54577,1.638900812966301,NED,NULL,NULL,NULL,NULL
ZTF21acmbyzc,SDSS J232510.97+122404.8,351.295704440931,12.4013593094677,1.838945325485972,SDSSDR16,False,0.137897,0.022774,photoz
ZTF21acmbxuj,LAMOST J230819.07+092836.6,347.07949999999994,9.47685,3.035185043992642,Simbad,False,0.139936,NULL,E
ZTF21acmbtfc,WISEA J225841.13-274403.7,344.67138,-27.73436,2.6674940405874565,NED,True,0.115937,NULL,
ZTF21acmbhbu,SDSS J210503.04-063437.3,316.262684652766,-6.5770408167766,1.9861442329211316,SDSSDR16,True,0.04059847,8.396141e-06,specz
ZTF21acmavoh,SDSS J210825.55-012919.2,317.106471638697,-1.48868848632078,0.6460868892311663,SDSSDR16,False,0.06402,0.028863,photoz
ZTF21acmavdo,SDSS J211850.03-111841.5,319.708444745879,-11.3115347382992,0.11780034063153175,SDSSDR16,False,0.187505,0.031562,photoz
ZTF21acmatmz,WISEA J211824.64-232443.0,319.60267,-23.41198,0.3933051347673557,NED,NULL,NULL,NULL,NULL
ZTF21aclzudu,SDSS J095211.07+601421.6,148.0461232508,60.2393325821073,0.38878578463921853,SDSSDR16,False,0.207571,0.055414,photoz
ZTF21aclznng,SDSS J084431.84+102326.0,131.132648327634,10.3905682168166,1.0299891946570288,SDSSDR16,False,0.079612,0.0362,photoz
ZTF21aclyxes,WISEA J112841.67+350637.6,172.17375,35.11097,6.128896964106557,NED,False,0.042442,NULL,PHOT
ZTF21aclwuct,SDSS J103130.03+625012.9,157.875108189046,62.8369245268465,8.401374316840963,SDSSDR16,True,0.1543263,4.235075e-05,specz
ZTF21aclnrdd,SDSS J012835.66+093110.7,22.1485721815641,9.51964054469827,2.4670019980905074,SDSSDR16,False,0.073196,0.026171,photoz
ZTF21aclnklu,WISEA J022727.84+421257.4,36.86654,42.21656,4.5259329125273915,NED,False,0.063217,NULL,PHOT
ZTF21aclmnki,2MASS J23501652-2312512,357.56886,-23.21424,0.15316037585325376,NED,NULL,NULL,NULL,NULL
ZTF21acllqgz,SDSS J230807.26-201842.4,347.030240103041,-20.3117818901522,2.71586059476438,SDSSDR16,False,0.134258,0.029115,photoz
ZTF21acljyxd,SDSS J130041.15+191203.3,195.171451694676,19.2009346468521,4.371996024027596,SDSSDR16,False,0.352861,0.067723,photoz
ZTF21acljxxj,SDSS J121233.87+034947.2,183.141128167686,3.82980063035207,1.1549729950858754,SDSSDR16,False,0.51053,0.193358,photoz
ZTF21acljwik,SDSS J130012.47+195331.1,195.051971778514,19.8919838152637,6.687652483213912,SDSSDR16,True,0.08554446,1.048545e-05,specz
