oid,host_id,z
ZTF20aabbcvk,WISEA J044523.55+045627.9,
ZTF20aabcouv,SDSS J034522.64+041608.7,0.040
ZTF20aabcopd,SDSS J024831.39-053726.4,0.128
ZTF20aabcpcs,2MASX J03071596-0726454,0.036434
ZTF20aabpmlx,WISEA J103055.31-192735.6,
ZTF20aabpxve,SDSS J110853.45-160130.0,0.078
ZTF20aabqadb,SDSS J122612.59+053531.0,0.116
ZTF20aabqamf,WISEA J121848.73+054417.3,0.046028
ZTF20aabqbvs,GALEXASC J123916.23-063001.3,
ZTF20aabqbxm,WISEA J124123.16-110919.6,0.047977
ZTF20aabqhfp,WISEA J130648.44-081825.8,
ZTF20aabqhhr,SDSS J142000.89+051051.0,0.078
ZTF20aabqhpy,SDSS J143727.74+070108.4,0.069
ZTF20aabqibc,WISEA J145439.75+225854.6,0.117362
ZTF20aabqiav,SDSS J150134.81+231440.1,0.083
ZTF20aabqimd,SDSS J151601.96+341925.1,0.065
ZTF20aabqiiy,SDSS J155451.64+300131.0,0.082
ZTF20aabqilc,WISEA J153315.52+410356.6,
ZTF20aabqvvw,WISEA J151723.03+481410.3,0.082047
ZTF20aabqiou,WISEA J153947.83+464145.6,0.05381
ZTF20aabqiqd,SDSS J164426.67+621624.2,0.153
ZTF20aabqiwz,SDSS J163111.72+635133.9,0.098
ZTF19aaujqrd,WISEA J144745.27+514839.6,0.184644
ZTF20aabqiti,WISEA J165825.34+681357.4,
ZTF20aabqwan,SDSS J145203.20+530948.0,0.110
ZTF20aabqvri,WISEA J151122.50+490052.5,0.93793
ZTF20aabqjht,SDSS J144432.56+350619.7,0.213
ZTF20aabqvea,WISEA J140402.58+360605.7,0.07254
ZTF20aabqzcn,WISEA J132101.95+180612.6,0.083223
ZTF20aabqkec,WISEA J124450.87+020126.0,0.0904
ZTF20aabqkxs,NGC 4666,0.005101
ZTF20aabqles,WISEA J113019.69-131755.2,
ZTF20aabqlhm,WISEA J114411.68-085635.8,
ZTF20aabqkzc,2MASX J11140894-0109561,0.077962
ZTF20aabqnoo,WISEA J101523.68-081805.3,
ZTF20aabqqpj,WISEA J130418.48+670728.6,0.125135
ZTF20aabqroo,WISEA J132006.86+340232.8,
ZTF20aabqtxg,SDSS J133051.34-021032.5,0.394
ZTF20aabquhf,WISEA J130810.81-020054.3,0.1156
ZTF20aabqvqp,SDSS J143915.20+470408.6,0.221
ZTF20aabqxeg,WISEA J181814.78+684006.4,
ZTF20aabqwzn,SDSS J172022.85+673420.2,0.070
ZTF20aabqwtz,SDSS J173929.59+684751.9,0.023
ZTF20aabqwsh,WISEA J173834.82+702328.2,
ZTF20aabqxpd,WISEA J150522.16+360529.5,0.07946
