oid,host_id,z
ZTF20acpjqxp,Mrk 1131,0.006501
ZTF20acpkzxq,SDSS J020926.14+230731.7,0.111
ZTF20acpmciu,SDSS J032647.10+443849.5,0.136
ZTF20acpjolk,SDSS J225046.41+172347.5,0.184
ZTF20acpkjsn,SDSS J004927.56+232445.9,0.222
ZTF20acpknjk,SDSS J011553.38+000056.9,0.124
ZTF20acpjapi,UGC 11118,0.02416
ZTF20acpllqk,SDSS J024722.14+053654.2,0.139
ZTF20acpkpla,2dFGRS TGS841Z423,0.0676
ZTF20acpkynd,SDSS J020552.10+101846.8,0.228
ZTF20acpjbgc,NGC  6628,0.01531
ZTF20acpkyey,SDSS J015039.68+144042.1,0.073
ZTF20acpldrq,SDSS J011535.75-082527.1,0.301
ZTF20acpjvzv,SDSS J234401.69+085516.1,0.346
ZTF20acpknux,SDSS J011259.58+010226.0,0.133
ZTF20acpksoc,SDSS J000906.11+032210.5,0.434
ZTF20acpklid,SDSS J003922.12+350034.1,0.107
ZTF20acpjodk,SDSS J224904.09+204034.2,0.036
ZTF20acpjfln,SDSS J214420.08+083726.1,0.040
ZTF20acpmveq,SDSS J024343.71+441109.7,0.108
ZTF20acplhzx,SDSS J013932.10+224808.0,0.128
ZTF20acpktii,SDSS J003354.59+065535.9,0.138
ZTF20acpbyfl,SDSS J223801.76+262024.2,0.112
ZTF20acphayb,SDSS J073824.87+343022.3,0.124
ZTF20acpijfo,SDSS J130654.87+561505.3,0.08942
ZTF20acpiiud,SDSS J131832.15+604057.0,0.07623
ZTF20acphjfn,SDSS J124336.18+544813.0,0.301
ZTF20acphjgz,2MASX J12252392+6129408,0.06943
ZTF20acpcmmy,SDSS J223641.21+000234.3,0.118
ZTF20acpklvk,SDSS J010714.22+162025.8,0.161
ZTF20acpkpzb,SDSS J004811.91-084741.0,
ZTF20acpmojv,SDSS J014140.78+325026.2,0.161
ZTF20acpkwer,SDSS J014332.46+050125.7,0.118
ZTF20acpkmtf,M31,
