oid,host_id,z
ZTF20aazqvvu,SDSS J095045.55+384338.1,0.128
ZTF20aazwurf,3PBC J1926.5+4132,0.072
ZTF20aazwiap,WISEA J201150.98+670110.7,
ZTF20aazoitd,SDSS J171026.22+420015.0,0.048
ZTF20aazoptu,SDSS J171549.61+392424.7,0.080
ZTF20aazvfcr,WISEA J174812.35+663616.4,
ZTF20aaztnsd,WISEA J144414.97+192210.0,
ZTF20aaztncx,WISEA J160847.00+153634.9,0.093092
ZTF20aazpfug,WISEA J163034.12+423130.0,0.115952
ZTF20aazqiel,SDSS J163559.37+532310.2,0.240
ZTF20aaztddy,SDSS J152724.63+121905.6,0.124
ZTF20aazstdx,UGC 09603 NED01,0.059688
ZTF20aazssba,WISEA J145510.53+121821.2,0.123254
ZTF20aazskef,SDSS J131314.69+160642.1,0.155
ZTF20aazsgss,SDSS J133256.27+510023.7,0.150
ZTF20aazsdqv,MCG +08-24-026,0.051876
ZTF20aazrxef,MSPM 01090,0.03291
ZTF20aazrsro,SDSS J112643.73+211456.2,0.172
ZTF20aazrrqr,WISEA J113251.44+580626.7,0.05269
ZTF20aazrqke,WISEA J120439.75+491807.3,0.131046
ZTF20aazrlbt,SDSS J104935.79+491013.9,0.082
ZTF20aazrbnd,CGCG 069-037,0.043924
ZTF20aazqtzz,2MASX J10251241+3753058,0.083969
ZTF20aazwjym,WISEA J220510.84+681609.3,
ZTF20aazsvww,SDSS J160543.55+583049.8,0.192
ZTF20aazstme,SDSS J144330.36+370048.2,0.324
ZTF20aazstdj,WISEA J143248.63+324243.1,0.41962
