oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aatcaov,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aatdkud,SDSS J215527.66-090621.6,328.865267044935,-9.1060260827543,1.2716101761483325,SDSSDR16,False,0.272386,0.064918,photoz,0.0,0.6381624243410811,1.9094055699879728
ZTF23aatdebe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
ZTF23aatddnh,WISEA J192440.85+003021.6,291.17017,0.50605,0.6760525778838717,NED,False,NULL,NULL,NULL,2.0,0.663744510893142,0.0940968466679699
ZTF23aatddcq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.0,NULL,NULL
ZTF23aatdcey,WISEA J223944.38-155001.5,339.93496,-15.83369,4.352418900865144,NED,False,0.0691,NULL,SUN,4.0,0.5676122795205073,4.164586879201385
ZTF23aatcryw,SDSS J183647.43+215212.5,279.197634141849,21.8701450117674,3.0061935089555267,SDSSDR16,False,0.092893,0.00897,photoz,5.0,0.3760898583248032,2.8039484650891806
ZTF23aatcola,WISEA J190147.40+653108.7,285.44754,65.51894,7.457853628023118,NED,False,NULL,NULL,NULL,6.0,0.4448676608436054,7.108694148613955
ZTF23aatbwgu,WISEA J193129.97+410017.7,292.87491,41.00492,2.344633229071781,NED,False,NULL,NULL,NULL,8.0,3.3349009360455053,0.9949310823933026
ZTF23aatblex,SDSS J171455.97+572007.3,258.733209901934,57.335361528873,4.96346546410216,SDSSDR16,True,0.1566431,2.885859e-05,specz,9.0,1.1992268409731348,4.280248541085719
ZTF23aatbjct,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,NULL
ZTF23aatbcnv,SDSS J175632.41+245549.2,269.135042663049,24.9303357985364,5.43719720461474,SDSSDR16,False,0.091673,0.031581,photoz,11.0,0.1989134441182037,5.452756131569788
ZTF23aatajah,SDSS J145039.40+462707.0,222.664157316698,46.4519436898069,1.644385709760168,SDSSDR16,False,0.137805,0.031458,photoz,12.0,0.4078338003823131,1.3825922866287772
ZTF23aataexd,WISEA J160901.92-070326.6,242.25802,-7.05742,5.68032307479967,NED,False,NULL,NULL,NULL,13.0,0.9849379660378786,6.261389687011053
ZTF23aatacva,SDSS J150023.67+292436.4,225.098635270299,29.4101098258945,1.1735028792209252,SDSSDR16,False,0.143916,0.042765,photoz,14.0,0.5334251899261604,1.438306256613831
ZTF23aatackh,SDSS J145425.13+283527.0,223.604709191139,28.5908363238503,1.1027229447448856,SDSSDR16,False,0.112236,0.024378,photoz,15.0,0.2219214265824644,0.8825248176174065
ZTF23aatabqx,SDSS J152153.48+495515.9,230.472819742917,49.9210821655065,2.1187950313660364,SDSSDR16,False,0.144895,0.02118,photoz,16.0,0.3933535236143047,2.298166130328612
ZTF23aasorhq,WISEA J165450.21+590939.2,253.70924,59.1609,5.524693170129489,NED,False,NULL,NULL,NULL,17.0,0.4210218114178548,5.211018695478347
ZTF18aawjfam,SDSS J173209.16+450747.5,263.038153141131,45.129886057492,1.8422945325401747,SDSSDR16,False,0.068974,0.013608,photoz,18.0,0.6032324244319266,2.324531003488953
