oid,host_id,z
ZTF20abcxmtb,SDSS J224121.21+051610.1,0.081
ZTF20abcquvg,2MASX J13330606-1000364,0.0835
ZTF20abcxnfl,SDSS J230116.30+194433.4,0.076
ZTF20abcxonl,WISEA J001657.17+500602.2,
ZTF20abcxmst,WISEA J214135.16-093307.5,
ZTF20abcxmdy,WISEA J221148.20-003500.3,0.046773
ZTF20abcxnjh,SDSS J230413.38+101506.5,0.171
ZTF20abcxocg,SDSS J234721.38+243112.5,0.138
ZTF20abcsjtx,2MASX J14375965+0923153,0.030703
ZTF20abcwuwg,WISEA J195034.72+020100.0,
ZTF20abcuwci,SDSS J151220.03+020059.1,0.375
ZTF20aawplck,WISEA J235416.30+445847.4,
ZTF20abcqkts,SDSS J121715.86+051205.7,0.112
ZTF20abcxnjl,SDSS J223753.55+095728.1,0.110
ZTF20abcujso,SDSS J150334.87+161120.2,0.177
ZTF20abcxnbb,SDSS J230045.05+111228.9,0.032
ZTF20abcxope,WISEA J010629.70+754435.7,
ZTF20abcxmhx,SDSS J221502.58+060322.9,0.113
ZTF19abkrbjt,WISEA J165741.04+390255.6,0.062549
