oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21abecsnz,SDSS J014031.96+321445.0,25.1331597339696,32.2458577430083,0.7513691051752539,SDSSDR16,False,0.085087,0.018527,photoz,
ZTF21abecseq,SDSS J012131.81+310255.6,20.3825277799273,31.0487863926739,0.6546275488175202,SDSSDR16,False,0.16179,0.031263,photoz,
ZTF21abecsci,SDSS J015610.47+334612.7,29.0436062966322,33.7702044935781,2.713013116661441,SDSSDR16,False,0.087728,0.019603,photoz,
ZTF21abecsao,WISEA J011141.43+330416.4,17.92263,33.07117,0.9647776158619882,NED,True,0.11739,NULL,SPEC,
ZTF21abecqzr,SDSS J005208.53+340214.3,13.0355311686512,34.0373073393494,1.4376363873550229,SDSSDR16,False,0.273945,0.080673,photoz,
ZTF21abecqma,WISEA J210929.11-142726.6,317.37106,-14.45712,0.23096469537903044,NED,NULL,NULL,NULL,NULL,
ZTF21abecpfs,SDSS J222913.64-061020.6,337.306835998925,-6.17239418185751,0.5197883304716552,SDSSDR16,False,0.07818,0.015156,photoz,
ZTF21abecoyv,WISEA J215934.33-141252.2,329.89306,-14.21452,1.7302298867478745,NED,NULL,NULL,NULL,NULL,
ZTF21abecouz,WISEA J214422.28-093142.1,326.09291,-9.52835,12.064107618278475,NED,True,0.055205,NULL,,
ZTF21abecolc,WISEA J224739.21-035636.7,341.91323,-3.94356,0.3102481998853729,NED,NULL,NULL,NULL,NULL,
ZTF21abecnba,WISEA J215344.45-191032.9,328.43504,-19.17581,6.117156151512541,NED,True,0.059171,NULL,,
ZTF21abeclof,SDSS J225250.40+045916.6,343.209985906533,4.98796003328082,0.7082280744286557,SDSSDR16,False,0.093236,0.015269,photoz,
ZTF21abecljv,SDSS J224557.81+120913.6,341.490855783056,12.1537914207663,0.13414678959946555,SDSSDR16,False,0.204251,0.026339,photoz,
ZTF21abeclej,SDSS J225156.93+011401.9,342.987216445658,1.23387405251954,0.22364459491246935,SDSSDR16,False,0.550991,0.163607,photoz,
ZTF21abecbsz,WISEA J194912.42-240258.5,297.30178,-24.0496,0.045187396386210124,NED,NULL,NULL,NULL,NULL,
ZTF21abebzwh,WISEA J203732.60+212827.4,309.38587,21.47429,1.3993392761561403,NED,NULL,NULL,NULL,NULL,
ZTF21abebkok,SDSS J220030.11+210307.5,330.1254666666666,21.052091666666666,0.448304763695933,Simbad,False,0.1495,NULL,C,
ZTF21abebkja,SDSS J221109.44+013949.6,332.789325847323,1.6637910110112,0.7259028814733101,SDSSDR16,False,0.330376,0.178154,photoz,
ZTF21abebkdu,SDSS J225112.95+035658.3,342.803968545578,3.94954499481629,0.9561811570852874,SDSSDR16,False,0.165757,0.021502,photoz,0.0
ZTF21abebgwu,WISEA J211851.49-055441.4,319.71441,-5.91169,2.147350980474016,NED,NULL,NULL,NULL,NULL,1.0
ZTF21abebgwq,WISEA J205108.92-005956.1,312.78714,-0.99892,1.0659694038528529,NED,True,0.084697,NULL,SPEC,2.0
ZTF21abebgfr,2MASX J21345199-0726529,323.71666,-7.44813,1.8227578386894123,NED,True,0.086047,NULL,NULL,3.0
ZTF21abebfka,WISEA J211341.90-134150.3,318.42461,-13.69732,0.25707686534975,NED,NULL,NULL,NULL,NULL,4.0
ZTF21abebezl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0
ZTF21abebepi,WISEA J204752.20-115349.0,311.96754,-11.89697,2.5897476162082813,NED,NULL,NULL,NULL,NULL,6.0
ZTF21abebbjj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.0
ZTF21abeapyn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.0
