oid,host_id,z
ZTF19acfsmih,SDSS J002450.78+194549.0,0.112
ZTF19acfsqaq,SDSS J021928.57+261654.8,0.487
ZTF19acfsqbh,WISEA J160716.07+693204.8,
ZTF19acftaml,SDSS J214901.81+011031.2,0.106
ZTF19acftbsn,SDSS J223628.22-073800.4,0.136
ZTF19acftbcm,WISEA J223646.16-100353.3,0.127771
ZTF19acftcbx,SDSS J223911.39-050013.7,0.093
ZTF19acdfijm,WISEA J225901.37+044335.1,0.10643
ZTF19acftfav,UGC 12640,0.013373
ZTF19acfthre,SDSS J003624.99+022535.7,0.038
ZTF19acftjsn,WHL J001811.4+154823,0.3866
ZTF19acewuwn,UGC 12528,0.026799
ZTF19acftlvh,WISEA J004013.88-120026.6,
