oid,host_id,z
ZTF19abjriwu,SDSS J023402.20-042643.9,0.136
ZTF20aagprzh,SDSS J040505.26+143144.5,0.210
ZTF20aagqvch,WISEA J064930.67+262956.5,
ZTF20aagryod,2MASX J06053157+2712574,0.038854
ZTF20aagrasb,SDSS J061242.44-010445.5,0.165
ZTF20aagrdbm,SDSS J043319.05-045603.7,0.191
ZTF20aafkqui,SDSS J130556.69+631857.8,0.121
ZTF20aagmsdl,SDSS J115858.16+084915.9,0.211
ZTF20aagmngx,SDSS J121039.98+091736.1,0.122
ZTF20aaflctv,SDSS J135137.73+293611.9,0.126
ZTF20aagxvqn,WISEA J125659.63+194215.1,0.064524
