oid,host_id,z
ZTF20achrgyu,WISEA J235811.52-140052.7,
ZTF20achvmjr,WISEA J075714.83-051212.1,0.055635
ZTF20achusux,UGC 02832,0.025353
ZTF20achpfqu,SDSS J160040.54+265502.0,0.156
ZTF20achuvhd,WISEA J052145.99-165115.5,0.067744
ZTF20achtyfh,WISEA J021542.89-240602.7,
ZTF20achuhui,WISEA J035136.25-253705.3,
ZTF20achrapb,SDSS J003458.28+070216.6,0.159
ZTF20achpwuv,SDSS J222356.98-022707.6,0.382
ZTF20achqptu,2MASS J21585924-1521394,
ZTF20achtubm,WISEA J015012.38-105710.3,
ZTF20achrhvp,WISEA J003410.59-112831.5,
ZTF20achuuep,WISEA J030522.73-093549.1,
ZTF20achawym,WISEA J001114.32-062734.5,0.027456
ZTF20achuwad,WISEA J040728.66+121538.3,
ZTF20achsfgl,WISEA J004719.20-263432.3,
ZTF20achptde,SDSS J205419.14+090925.3,0.077
ZTF20achsezh,WISEA J003614.05-234625.1,0.088751
ZTF20achpjzu,WISEA J153110.99+591845.1,0.061642
ZTF20achujev,WISEA J023633.43-270423.5,0.101456
ZTF20achnjnz,WISEA J034226.31-172655.6,
ZTF20achvmoj,WISEA J083716.21-055516.9,0.040822
ZTF20achpfmw,LEDA 1291337,
ZTF20achuuaj,WISEA J033227.43-213538.8,0.044664
ZTF20achqtvh,WISEA J225045.87-113308.0,0.057366
ZTF20achtxbi,SDSS J023645.33+203316.5,0.126
ZTF20achmmex,AM 0216-224 NED03,0.032159
ZTF20achnfaa,WISEA J050057.51-173220.7,0.055532
ZTF20achtzug,WISEA J040116.60+314356.0,0.017869
ZTF20achvmpf,SDSS J085933.68+122922.7,0.120
ZTF20achsfcq,WISEA J004822.95-215724.3,
ZTF20achnfau,WISEA J041057.87-204338.5,
ZTF20achpfqy,SDSS J161849.20+234709.0,0.153
ZTF20achopst,SDSS J075508.77-011541.3,0.139
ZTF20achrdha,SDSS J232546.19+092846.7,0.150
ZTF20achpvoh,WISEA J205849.02-063958.2,0.129307
ZTF20achpkua,WISEA J173948.42+135242.2,
ZTF20achktbf,WISEA J002859.62-120622.8,
ZTF20achrklb,WISEA J235115.87-131127.5,0.070455
ZTF20achomxd,SDSS J092652.65+472131.5,0.032
ZTF18aajuqao,WISEA J161247.59+365349.5,0.066946
ZTF20achusha,WISEA J033956.89-042447.5,
ZTF20achslpg,SDSS J011454.41+105159.1,0.315
ZTF20achpfog,SDSS J164307.17+102006.8,0.153
ZTF20achvaki,WISEA J091453.84+764619.7,
ZTF20aancarw,WISEA J053400.72-182511.3,
ZTF20achuulj,SDSS J031511.06-082051.8,0.704
ZTF20achplfl,WISEA J172101.95+162506.2,
ZTF20achrnib,SDSS J231437.67-062829.6,0.310
ZTF20achncvv,WISEA J071706.07+492917.3,
ZTF20accmtgu,SDSS J083417.95-022407.0,
ZTF20achvolj,WISEA J081838.86+092014.8,
ZTF20achpvca,SDSS J205513.94-113357.3,0.102
ZTF20achpzuy,SDSS J222250.66+051957.8,0.334
ZTF20achutyr,WISEA J033314.33-232231.5,
ZTF20acgyjbh,WISEA J165544.42+045642.1,
ZTF20achvuae,SDSS J084449.35+173001.4,0.123
ZTF20achnhlt,WISEA J081239.82+534111.3,0.121062
ZTF20achpfqi,WISEA J161829.12+263042.6,0.126101
ZTF20acgyvgs,SDSS J201812.71+073026.8,0.761
ZTF20achqqog,WISEA J222816.38-135208.5,
ZTF20achqcjd,SDSS J230436.74+135012.4,
ZTF20achpiab,WISEA J172907.41+193127.0,
ZTF20achvere,WISEA J080522.95-125238.2,
ZTF20achtbpi,WISEA J005714.42-232033.5,
ZTF20achdcni,WISEA J090945.73+550331.9,0.106246
ZTF20achsoln,SDSS J015343.10+092752.4,0.079
ZTF20achqwxq,SDSS J231850.54-000648.1,0.267
ZTF20acfwpkg,WISEA J084730.65+660554.6,
ZTF20acggucp,SDSS J163911.74+384332.8,0.106
ZTF20acgrzjm,ESO 553- G 036,0.029047
ZTF19aanleed,WISEA J152706.83+340407.4,0.09083
ZTF20abxvbxb,SDSS J083642.80+471520.3,0.082
ZTF20achqqhe,WISEA J222652.25-184818.2,
ZTF20achnexn,WISEA J033849.22-151755.6,
ZTF20acgzjje,WISEA J215726.19-194945.2,0.05751
ZTF20achadel,WISEA J221314.23-091909.5,0.083511
ZTF20achafme,WISEA J223328.96-000635.3,0.15096
ZTF20achncxi,WISEA J071633.70+780917.7,
