oid,host_id,z
ZTF19acgjnie,[RGD2013] J114302.498+673218.263,0.1155
ZTF19acgjnjm,SDSS J121133.68+685951.8,0.097
ZTF19acgjnis,SDSS J122605.30+680107.8,0.033
ZTF19acgjnig,WISEA J122519.74+614506.6,0.105829
ZTF19acgjnjx,WISEA J120125.13+442212.6,0.053373
ZTF19acfrntd,SDSS J114627.64+341640.9,0.107
ZTF19acdkzzo,SDSS J105346.22+264440.7,0.116
ZTF19acdlafk,UGC 06218,0.036773
ZTF19acdlami,WISEA J111729.02+284643.9,0.046092
ZTF19acgjosf,2MASX J10283567+0812057,0.070481
ZTF19acdkzxk,CGCG 065-048,0.033246
ZTF19aceclwm,NGC 3042,0.012862
ZTF19acekkts,WISEA J094842.55-084403.9,0.047776
ZTF19acgjuua,WISEA J210623.06-084057.4,0.082921
ZTF19acgkbou,WISEA J211506.52+254430.0,
ZTF19acgkbde,SDSS J201237.56-001116.7,0.022
ZTF19acgkcdg,WISEA J203707.08-093006.4,
ZTF19acgkdxu,WISEA J205450.28-104043.9,
ZTF19acgkpis,WISEA J224203.39+005354.6,0.128565
ZTF19acgkxep,SDSS J230645.25+084446.0,0.043
ZTF19acgbkzr,UGC 00189,0.025514
ZTF19acftmwa,SDSS J233210.80+161636.3,0.049
ZTF19acgcdas,SDSS J030124.61+041420.8,0.068
ZTF19acgonwy,WISEA J082148.06-140411.8,
ZTF19acgospv,WISEA J060542.19-125108.0,
ZTF19acgotoe,SDSS J060755.10-002346.2,0.037
ZTF19acgouje,WISEA J035958.69-274212.1,
ZTF19acgognb,WISEA J052037.89-090209.7,0.057787
