oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF22aanvxtw,SDSS J020100.38+293135.9,30.2515662762112,29.5266652344023,1.9029797030689548,SDSSDR16,False,0.090157,0.023376,photoz,
ZTF22aanvuvq,SDSS J014111.76+151729.5,25.2990125718117,15.2915471831586,2.443856825391572,SDSSDR16,False,0.039417,0.012426,photoz,
ZTF22aanvumu,SDSS J014525.04+190555.4,26.3543364132463,19.0987259679692,4.631671668957183,SDSSDR16,False,0.085895,0.021758,photoz,
ZTF22aanvtya,SDSS J013506.83+180635.2,23.7784457129609,18.1098022949746,2.781934959658799,SDSSDR16,False,0.06816,0.021826,photoz,
ZTF22aanvtjd,SDSS J234242.59+404736.8,355.677477499967,40.7935763736017,1.267919497752889,SDSSDR16,False,0.150511,0.039903,photoz,
ZTF22aanvruj,SDSS J215748.71+255759.9,329.452946697345,25.9666492344543,0.44356405101449836,SDSSDR16,False,0.055187,0.028745,photoz,
ZTF22aanvqdg,SDSS J233241.62+111410.1,353.173415573043,11.2361394311197,5.263860203572401,SDSSDR16,False,0.089417,0.034861,photoz,
ZTF22aanvpoi,SDSS J230108.35+071939.6,345.284796865736,7.32768464152163,9.364698088996246,SDSSDR16,False,0.046991,0.01385,photoz,
ZTF22aanvpjq,WISEA J233406.47+083439.2,353.5272,8.57777,1.6411366506353517,NED,NULL,NULL,NULL,NULL,
ZTF22aanvmbg,WISEA J224946.01-085509.5,342.44171,-8.91952,6.0825907635586915,NED,True,0.082455,NULL,SPEC,
ZTF22aanvjgo,SDSS J210150.12+061045.1,315.458814184791,6.17921490737814,2.0776274858288355,SDSSDR16,False,0.133182,0.013848,photoz,
ZTF22aanvcxz,WISEA J211939.24-175210.0,319.91359,-17.86972,2.073298445504594,NED,NULL,NULL,NULL,NULL,
ZTF22aanumsh,SDSS J231605.82+034217.1,349.02424937444,3.70475147730883,3.9193656571942204,SDSSDR16,False,0.092825,0.016875,photoz,
ZTF22aanumrq,SDSS J231525.62+050717.7,348.856766218539,5.12159334791081,8.610241303020512,SDSSDR16,False,0.072456,0.019447,photoz,
ZTF22aanukvr,WISEA J211626.43+041605.0,319.11008,4.26803,2.626095516787437,NED,True,0.139841,NULL,SPEC,0.0
ZTF22aanudmg,WISEA J183848.67+335456.8,279.70267,33.91575,2.8082024456533072,NED,NULL,NULL,NULL,NULL,1.0
ZTF22aantzda,WISEA J182355.49+342856.0,275.98125,34.48223,2.324793335564564,NED,NULL,NULL,NULL,NULL,2.0
ZTF22aantrtp,NGC 5853,226.47202,39.52219,4.58064050314816,NED,True,0.029761,NULL,SPEC,3.0
