oid,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF25abzujvi,0,SDSS J104203.04+083127.9,160.512677453432,8.52441912185548,1.4812772053546066,0.3341578997335098,1.8154350576696716,SDSSDR16,False,0.061586,0.035194,photoz
ZTF25abzuidd,1,SDSS J104513.17+014248.9,161.304876591146,1.71359626986745,1.2659443401537471,0.1608457388241584,1.1147135333968676,SDSSDR16,False,0.100086,0.036942,photoz
ZTF25abzufwp,2,SDSS J115953.77+442029.6,179.974036172692,44.3415794212403,7.284810560759599,0.2846556068055613,7.073643040627217,SDSSDR16,True,0.05373843,1.206963e-05,specz
ZTF25abztvud,3,LEDA 2315850,173.1340958333333,48.36452777777778,1.8545647002560384,0.0676250820906726,1.8694192523268436,Simbad,True,0.03444,9.999999747378752e-06,C
ZTF25abzpjhd,4,SDSS J232237.95-011317.1,350.658126002666,-1.22144270635957,2.1058157839227976,0.0737663957922136,2.03513601570762,SDSSDR16,False,0.095947,0.025501,photoz
ZTF25abzpbni,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF25abzpavy,6,WISEA J213851.18+314905.8,324.71328,31.81829,2.1152749491821803,0.3481388967822511,1.76780360009088,NED,False,NULL,NULL,NULL
ZTF25abzovlx,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF25abzoode,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF25abyxkmo,9,WISEA J214332.23+405756.5,325.88433,40.9657,3.7426821284094896,1.1778187682551795,3.228808711974988,NED,False,NULL,NULL,NULL
