oid,host_id,z
ZTF19acoyubh,WISEA J114825.82+352720.3,0.114094
ZTF19acjifxp,IC 0737,0.013706
ZTF19aaacdto,ESO 490-IG 026,0.02485
ZTF19acmywjc,WISEA J120629.51+160630.7,0.057029
