oid,host_id,z
ZTF21aanwrsb,WISEA J204939.12+140801.7,
ZTF21aanwmxn,WISEA J175451.35+443632.1,
ZTF18acjxyak,WISEA J184434.17+334319.2,
ZTF21aanvncv,KUG 1121+239,0.027859
ZTF21aantvqu,WISEA J101418.17+162315.8,
ZTF21aantupk,CGCG 003-005,0.011835
ZTF21aantrvf,WISEA J094414.76+592726.1,0.074585
ZTF21aantqkt,WISEA J084549.66+354149.2,0.168594
ZTF21aantose,WISEA J081841.41+283537.7,
ZTF21aantkuf,WISEA J030605.64+835330.7,
ZTF21aantfmz,SDSS J044244.53-001722.7,
ZTF21aanthfa,WISEA J061932.85-263401.7,0.053751
ZTF21aanrvcq,WISEA J163312.29+093405.4,
ZTF21aanwfjk,2MASX J15350999+3537176,0.065078
ZTF21aanrhag,KUG 0914+442,0.039724
ZTF21aantlex,WISEA J064353.79+550324.5,
ZTF21aantlff,WISEA J061445.61+433906.8,
ZTF21aanortq,WISEA J075435.74+184617.3,
ZTF21aanuayg,WISEA J100832.39+012313.3,0.095073
ZTF21aanexwi,WISEA J172929.61+340113.5,
ZTF21aanehwn,WISEA J165049.58+342759.2,
ZTF21aanwent,SDSS J140402.08+654240.4,
