oid,host_id,z
ZTF18abwitkf,WISEA J010249.23-215010.6,0.060855
ZTF21aadawmb,LEDA 1013610,
ZTF21aadatgc,WISEA J155543.86+282711.8,0.053266
ZTF21aadatfg,SDSS J160732.83+364646.1,0.061
ZTF21aacujjf,SDSS J153533.80+503511.5,0.101
ZTF21aadasrj,WISEA J143150.03+435724.9,0.094152
ZTF21aadauaa,WISEA J142240.78+460429.5,0.072969
ZTF21aadalct,WISEA J110744.96-021401.0,0.046729
ZTF21aadagzx,SDSS J111611.51+000919.7,0.161
ZTF21aadaqsf,WISEA J103143.69+350154.4,0.125377
ZTF21aacvmmz,WISEA J022302.75+262105.8,
ZTF21aacvhsc,SDSS J013751.16+533958.8,0.013
ZTF21aacusce,SDSS J012136.95-223613.9,0.070
ZTF21aacwpnr,WISEA J035021.60-251842.1,
ZTF21aacvupj,SDSS J021033.78+325500.9,0.056
ZTF21aabiipy,SDSS J030426.33+044444.2,0.403
ZTF21aacwpos,WISEA J030834.62-021247.0,
ZTF21aaazrrs,SDSS J231851.43+023048.9,0.100
ZTF21aabhryp,SDSS J004546.78+292045.4,0.111
ZTF21aacvfed,SDSS J000031.02+303838.4,0.090
ZTF21aacuujr,WISEA J021442.71+390255.3,
ZTF21aackmdd,WISEA J111410.91+025001.2,0.053628
ZTF21aadapiu,SDSS J095807.33+201903.8,0.247
ZTF21aabasub,SDSS J020053.00-044647.7,0.089
ZTF20aczhedk,SDSS J165049.70+492922.6,0.114
ZTF21aabpvnc,SDSS J014643.76+030636.4,0.240
ZTF21aacpcou,WISEA J000456.58+571242.0,
ZTF21aacujjk,SDSS J142448.53+282835.6,0.260
ZTF21aabyryr,WISEA J170740.66+520152.9,
ZTF21aacugwg,SDSS J145758.99+330849.6,0.280
ZTF21aadassy,SDSS J143825.38+411259.5,0.131
ZTF21aacwevt,WISEA J024612.49+403942.2,
ZTF21aacikjm,WISEA J100401.63-053716.2,0.0865
ZTF21aadampx,WISEA J104841.59-061929.4,
ZTF21aaczbsg,WISEA J082546.40-140028.5,
ZTF21aackkyb,WISEA J112628.98-051204.1,0.0895
ZTF21aacklas,WISEA J113223.92-004959.1,0.115668
ZTF21aaarvmj,WISEA J023348.65-111946.8,
ZTF21aabyrdm,SDSS J152930.71+173107.6,0.332
ZTF21aabvwmm,SDSS J074302.60+391455.7,0.163
ZTF21aacuhay,WISEA J165331.98+590131.3,
ZTF21aackavs,SDSS J095915.75+210848.4,0.091
