oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF22abrahwy,NGC 1359,53.44879,-19.49206,34.40151411194221,NED,True,0.006581,NULL,,NULL,NULL,NULL
ZTF22abremqq,WISEA J111126.22-074347.6,167.85901,-7.72988,3.55235572842352,NED,False,NULL,NULL,NULL,0.0,0.7336259801596444,3.095505834167122
ZTF22abremou,WISEA J105800.34-070526.5,164.50125,-7.09087,0.8162699662907349,NED,False,NULL,NULL,NULL,1.0,1.1068823896299118,0.2954095058628236
ZTF22abrchpn,SDSS J082642.24+044926.8,126.676011809999,4.82412669129569,0.3115228754654461,SDSSDR16,False,0.104153,0.052272,photoz,2.0,0.1653200318042026,0.439055488571678
ZTF22abrbpyh,WISEA J050101.81-225352.1,75.25763,-22.89817,2.7458341287549293,NED,True,0.042696,NULL,NULL,3.0,0.3346124682340796,3.0789195985218782
ZTF22abrboyl,WISEA J062149.58+535333.7,95.45658,53.89272,5.787578490571249,NED,False,0.066237,NULL,PHOT,4.0,0.3384020584024001,5.514904974442837
ZTF22abrborz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0,NULL,NULL
ZTF22abrbohu,SDSS J081520.39+654320.6,123.83495258868,65.7224013754957,4.879292381497004,SDSSDR16,False,0.049824,0.019124,photoz,6.0,2.0596160663407432,3.094953722314149
ZTF22abrbiya,SDSS J042203.61-053823.9,65.5150459399021,-5.63999566100585,1.101460527809672,SDSSDR16,False,0.082463,0.034405,photoz,7.0,0.4994554523095597,0.6036002212151067
ZTF22abqyqss,2MASX J02050885-1931482,31.286931666666664,-19.53001,2.6179622564421914,Simbad,False,--,NULL,NULL,9.0,0.6814701161263587,2.280048201647908
ZTF22abqyiaa,WISEA J003627.75-250100.3,9.11548,-25.01678,0.3628655153173612,NED,False,NULL,NULL,NULL,10.0,0.3404456313714401,0.0227223327094895
ZTF22abqyhkc,WISEA J005910.84-140151.0,14.79567,-14.03061,5.40772637955385,NED,False,0.044516,NULL,PHOT,11.0,0.923637086430352,5.718506166377582
ZTF22abqxgxo,SDSS J001025.13+142400.5,2.60468837634096,14.4001554257474,0.6287664979413413,SDSSDR16,False,0.190477,0.054069,photoz,12.0,0.6095194701484276,0.2371035247786991
ZTF22abquwus,WISEA J062956.21-164652.4,97.48422,-16.78124,0.2640311892489504,NED,False,NULL,NULL,NULL,13.0,0.0381061070097717,0.2276675775915892
ZTF22abqudrx,SDSS J034343.26-001314.2,55.9302703712513,-0.220637074291775,0.0251718631029609,SDSSDR16,False,0.260743,0.092372,photoz,14.0,0.1683146634673916,0.1457813465203948
ZTF22abqouwl,SDSS J122623.81+203159.7,186.599194478189,20.5332741197084,0.6461337512870744,SDSSDR16,True,0.06542192,7.249806e-06,specz,15.0,0.2091952898755731,0.4664707790561394
ZTF22abqmuko,SDSS J073600.91+450137.0,114.003799440272,45.0269547759514,1.5171110664912346,SDSSDR16,False,0.096855,0.028887,photoz,16.0,0.3209890956020053,1.774989983816249
ZTF22abqkzzd,SDSS J030103.86+365336.1,45.266097240342,36.8933763863661,0.2335904539603321,SDSSDR16,False,0.189666,0.033555,photoz,17.0,0.2551386650679452,0.0620637644067206
ZTF22abqkzuq,WISEA J024142.51-224848.3,40.42721,-22.81344,7.348381993112269,NED,False,0.022173,NULL,PHOT,18.0,0.9669607669354812,8.302917184126398
