oid,host_id,z
ZTF20acbdyvk,WISEA J010025.90-261702.2,
ZTF20acbdytk,2MASX J01472534+3206428,0.10184
ZTF20acbenvo,WISEA J020907.79-265708.1,0.116224
ZTF20acbbytg,SDSS J213833.80-082737.9,0.188
ZTF20acbdzhz,WISEA J010604.23-220958.0,
ZTF20acbbqri,WISEA J184454.74+453756.8,
ZTF20acbexqo,WISEA J014733.93-191028.4,0.0757
ZTF20acbaedp,WISEA J203319.56-100132.5,
ZTF20acbbpln,WISEA J184528.95+660456.5,
ZTF20acbbpgj,SDSS J174818.32+785721.2,0.129
ZTF20acbcdeg,WISEA J214837.47-172039.8,0.0635
ZTF20acberbd,SDSS J060234.37+830249.6,0.088
ZTF20acbeoeh,WISEA J020446.31-253004.2,
ZTF20acbeldg,SDSS J015647.64+164659.9,0.070
ZTF20acbeacx,WISEA J012908.32-144742.3,
ZTF20acbccgt,SDSS J220549.68-073404.0,0.093
ZTF20abzwknj,WISEA J190829.18+212303.1,
ZTF20acbfeii,WISEA J003920.42-263456.7,0.1245
ZTF20acbezoy,GALEXASC J005015.97-152116.8,
ZTF20acazskc,WISEA J181203.39+192903.4,
ZTF20acbfvjw,SDSS J033225.44-065340.3,0.419
ZTF20acbakkg,WISEA J183612.63+770858.4,
ZTF20acajvrj,SDSS J000505.12+124603.3,0.167
ZTF20acbgacu,WISEA J035131.22+213409.8,
ZTF20acbffeo,WISEA J000749.68-184842.6,
ZTF20acbbpix,WISEA J190317.02+743831.1,
ZTF20acbezgv,WISEA J014221.43-092558.9,0.136098
ZTF20acbbqwa,WISEA J204427.52+014536.8,
ZTF20acbilgi,2MASX J06173203+4436176,
ZTF20acbccug,WISEA J215006.01-102625.1,
ZTF20acberfr,WISEA J071126.06+622345.7,
ZTF20acbfffn,WISEA J000450.57-135831.6,
