oid,host_id,z
ZTF20aascypf,WISEA J164556.64+211624.3,0.150144
ZTF20aascwar,WISEA J155825.37+325807.7,0.047987
ZTF20aascvvo,SDSS J153748.83+380849.3,0.043
ZTF20aasaikg,CGCG 160-193,0.032115
ZTF20aascakk,SDSS J132858.68+580243.0,0.171
ZTF20aaschqz,WISEA J141331.01+433718.2,
ZTF20aaschdq,WISEA J133057.20+075259.1,0.120592
ZTF20aasczoy,WISEA J193036.77+695828.0,
ZTF20aascfvg,WISEA J134336.19+155009.3,
ZTF20aascgif,SDSS J150512.12+254756.6,0.184
ZTF20aascgml,SDSS J140637.65+011730.2,0.16854
ZTF20aasbuyr,2MASS J11584158-0012476,0.095006
ZTF20aasbuns,WISEA J131034.45+701948.0,
ZTF20aarihmj,WISEA J121420.06+071422.2,0.114674
ZTF20aasbvzd,KUG 1209+289,0.090311
ZTF20aakqxxd,WISEA J110016.03+461615.2,0.032009
ZTF20aasawks,WISEA J085917.00-061448.0,
ZTF20aascydu,SDSS J160657.72+323145.6,0.114
ZTF20aascfhx,SDSS J152101.23+373550.4,0.184
