oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF22abdbqfk,SDSS J034357.19-140146.4,55.9882870725805,-14.0295561157766,1.3634407737571326,SDSSDR16,False,0.159123,0.032325,photoz,NULL
ZTF22abdbggu,WISEA J031304.02+163805.2,48.26676,16.6348,1.9429842952639318,NED,False,NULL,NULL,NULL,NULL
ZTF22abdarkx,WISEA J013955.55-132650.6,24.98146,-13.44739,2.0015193697850653,NED,False,NULL,NULL,NULL,NULL
ZTF22abdafsl,WISEA J233504.07-133120.5,353.76702,-13.52258,1.3273307650014077,NED,False,NULL,NULL,NULL,NULL
ZTF22abczbsb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcylje,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcxzck,WISEA J215435.97-090642.0,328.64989,-9.11173,2.4800593542705935,NED,True,0.19747,NULL,SPEC,NULL
ZTF22abcuxki,WISEA J180148.95+380918.3,270.45387,38.15511,0.8270928697006926,NED,False,NULL,NULL,NULL,NULL
ZTF22abcuvao,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abcusqd,SDSS J175420.03+541219.8,268.583454204757,54.2055252736657,2.8735577122456855,SDSSDR16,False,0.111689,0.046696,photoz,NULL
ZTF22abcuqhr,SDSS J154746.67+201209.0,236.944463933823,20.202510928505,1.1111386148542794,SDSSDR16,False,0.173975,0.070532,photoz,NULL
ZTF22abcuqga,SDSS J155000.20+231125.4,237.50087,23.19039,2.2089185361489942,NED,False,NULL,NULL,NULL,NULL
ZTF22abcukgf,WISEA J170208.92+593428.4,255.53723,59.57456,1.415231904916135,NED,True,0.091221,NULL,SPEC,0.0
ZTF22abcujwu,SDSS J170752.51+593821.9,256.968778431361,59.6394290243001,0.0524028665336405,SDSSDR16,False,0.311404,0.09817,photoz,1.0
ZTF22abcuctb,WISEA J162419.98+410556.4,246.08334,41.09901,2.9444639013853022,NED,True,0.092454,NULL,SPEC,2.0
ZTF22abcscvv,SDSS J010118.49+440657.3,15.32702359123,44.1159406832486,1.6536109477140462,SDSSDR16,False,0.317741,0.134968,photoz,3.0
ZTF22abckrpq,WISEA J031944.81+015136.0,49.93659,1.85989,3.2574335052777594,NED,False,NULL,NULL,NULL,4.0
ZTF22abciymj,WISEA J231248.55+154525.8,348.20238,15.75711,2.4936884345341856,NED,True,0.081693,NULL,SPEC,5.0
ZTF22abcirxd,WISEA J224900.25+390627.8,342.25106,39.10775,0.099029793020927,NED,False,NULL,NULL,NULL,6.0
ZTF22abcgmne,SDSS J231822.11+225115.2,349.592126649523,22.8542456394401,0.1056084378228654,SDSSDR16,False,0.182586,0.038957,photoz,7.0
ZTF22abcfvkz,SDSS J214014.29-025418.2,325.059531226639,-2.90507935208198,1.0990173809117176,SDSSDR16,False,0.123616,0.024224,photoz,8.0
ZTF22abceqon,WISEA J015940.76-110115.3,29.91954,-11.02061,2.790249268355589,NED,True,0.047603,NULL,NULL,9.0
ZTF22abbxltg,WISEA J010145.12+150646.4,15.43826,15.11304,2.772346182322877,NED,True,0.085617,NULL,SPEC,10.0
ZTF22abbwvpq,SDSS J235302.24-021106.1,358.25932526496,-2.18504952514582,0.4517869799619275,SDSSDR16,False,0.19698,0.038614,photoz,11.0
ZTF22abbwnva,SDSS J221955.00+142733.6,334.979175315393,14.4593492119239,1.258244498807408,SDSSDR16,False,0.165924,0.079558,photoz,12.0
ZTF22abbuyvl,SDSS J224334.46+233950.3,340.893576703269,23.6639850081675,0.181334600632173,SDSSDR16,False,0.197386,0.051263,photoz,13.0
ZTF22abbtjlb,WISEA J215853.63-221221.4,329.7235,-22.20594,1.0789483227087568,NED,False,NULL,NULL,NULL,14.0
ZTF22abbsaze,WISEA J174249.05+314334.3,265.70431,31.72616,1.50637267274147,NED,False,NULL,NULL,NULL,15.0
ZTF22abbnjvi,WISEA J223838.19-171748.3,339.65917,-17.29697,1.0344421627148144,NED,False,NULL,NULL,NULL,16.0
ZTF22abbfysq,SDSS J221841.98+214114.7,334.674901906865,21.6874197634538,0.1933997938622255,SDSSDR16,False,0.276484,0.089525,photoz,17.0
ZTF20abvpzpi,SDSS J001920.32-015501.9,4.83466116340843,-1.91721287268135,0.412366580579247,SDSSDR16,False,0.076099,0.01344,photoz,18.0
