oid,host_id,z
ZTF21aagyyvb,WISEA J175307.43+412300.8,
ZTF18aarodqs,WISEA J145600.85+342645.6,
ZTF21aagyvrm,WISEA J173557.47+660608.4,
ZTF21aagtqah,WISEA J164520.14+181728.5,
ZTF21aagyxhz,WISEA J132715.75-264634.5,
ZTF21aagyxbb,WISEA J170230.43+164754.7,
ZTF21aagywzr,SDSS J164733.30+205846.2,
ZTF21aagywxx,SDSS J160349.92+300251.0,
ZTF21aagywrb,MCG +08-32-022,
ZTF21aagtqgz,KUG 1701+336,0.06232
ZTF21aagtqgq,WISEA J171355.46+334650.0,0.110153
ZTF21aagyygb,WISEA J173132.22+434306.3,
ZTF21aagtqxe,WISEA J164239.85+381926.8,
ZTF21aagtrft,WISEA J163724.26+394608.7,
ZTF21aagtsla,SDSS J163327.46+394838.4,
ZTF21aagtrkk,WISEA J162926.87+325548.9,
ZTF21aagtrkn,SDSS J163219.69+301517.3,
ZTF21aagywwv,WISEA J162831.27+345602.1,
ZTF21aagtrgu,SDSS J165409.66+313705.9,
ZTF21aagtpyw,WISEA J161326.79+232015.8,
ZTF21aagtvjq,WISEA J161828.13+134625.7,0.083038
ZTF21aagtuzm,WISEA J154632.14+223214.0,
ZTF21aagyvtq,WISEA J153029.86+305850.7,0.105047
ZTF21aagyvvs,WISEA J175218.66+373248.5,
ZTF21aagtchp,WISEA J153953.83+453818.6,
ZTF18aaiinqg,WISEA J143757.04+471131.6,
ZTF21aagyuui,SDSS J143323.91+082156.4,
ZTF21aagysen,WISEA J141330.27+741249.4,
ZTF21aagysei,WISEA J133825.86+553127.6,
ZTF21aagyvlp,SDSS J152949.14+594051.5,
ZTF21aagyscx,VII Zw 602,
ZTF21aagyscs,SDSS J151159.44+613220.6,
ZTF21aagtcri,WISEA J155551.08+513825.0,0.122957
ZTF21aagyrvh,2MASX J14024444+2533304,0.061207
ZTF21aagyusa,WISEA J125832.06-263617.7,
ZTF21aagyhax,LCRS B113253.3-030150,0.077564
ZTF21aagydov,WISEA J121225.36+075913.4,0.064618
ZTF21aagycoa,WISEA J134051.02+385826.7,0.079749
ZTF21aagyclx,WISEA J133936.46+531942.7,0.10036
ZTF21aagxvul,WISEA J105141.63-002557.1,0.074984
ZTF21aagqbvp,WISEA J113112.35+621914.2,0.032438
ZTF21aagnyrq,WISEA J085802.46+475901.7,
ZTF21aagwfas,WISEA J060411.02+464924.7,
ZTF21aagogrx,WISEA J090606.10+124756.2,0.117305
ZTF21aagpbkj,WISEA J090021.24+230845.6,0.087214
ZTF21aagmrly,WISEA J090148.60+382558.5,0.132535
ZTF21aaglrzc,SDSS J082859.71+122509.7,
ZTF21aagofpx,WISEA J074715.68-021046.6,
ZTF21aaglxow,WISEA J062356.00+511219.6,
ZTF21aagvmqr,CGCG 309-004,0.035521
ZTF21aagvckc,WISEA J050707.63-180330.9,
ZTF21aagvaui,WISEA J052702.52+210755.3,
ZTF21aagllic,WISEA J031428.93+373619.5,
ZTF21aaguqys,WISEA J050534.56-252437.6,
ZTF21aaguogc,WISEA J023126.77+071358.7,
ZTF19acjyjrx,WISEA J023242.88+195607.7,
ZTF21aagupxt,WISEA J035409.94+340708.1,0.070445
ZTF21aagyyxw,WISEA J181521.61+385737.8,
ZTF21aagtbfr,[WLH2009] J227.46568+22.53667,
ZTF21aagomio,WISEA J094012.09+395456.2,
ZTF21aagmoqw,WISEA J052215.48-133341.6,0.055415
