oid,host_id,z
ZTF21aaobnyh,WISEA J192723.56+380555.5,
ZTF21aaobmig,WISEA J182633.21+173702.1,
ZTF21aaobewa,WISEA J141007.37+695334.6,
ZTF21aaobcrz,WISEA J193205.80+791337.6,
ZTF21aaoabrs,WISEA J111134.61-122023.5,
ZTF21aanzouf,WISEA J071640.05+532223.7,0.066392
ZTF21aanywbt,WISEA J112010.45+333901.1,
ZTF21aanvqfk,UGC 06206,0.042616
ZTF21aanyyde,WISEA J095641.66-184400.2,
ZTF21aanvtng,WISEA J111134.95+053506.9,0.092212
ZTF21aanyuui,WISEA J105644.59+725938.9,
ZTF21aanudcm,WISEA J095544.93+375615.2,0.067387
ZTF21aanyfhl,WISEA J122313.88+701553.1,
ZTF21aanylwo,WISEA J091017.85+523558.5,
ZTF21aanymyn,WISEA J091242.18+532024.7,
ZTF21aantrxn,WISEA J080919.56+442635.1,0.150709
ZTF21aanykwq,WISEA J070356.85+224121.4,
ZTF21aanyfxr,2MASX J06520398+6733342,
ZTF21aanyfmg,WISEA J072316.38+500403.0,
ZTF21aanzmoi,SDSS J074739.15+431140.5,
ZTF21aanxtnb,WISEA J060609.06+421758.8,
ZTF21aanybjl,WISEA J035819.91+263039.4,
ZTF21aanxihj,WISEA J045030.65-162032.3,
ZTF21aanxiax,2MFGC 04671,
ZTF21aanyajn,WISEA J030945.55+431944.2,
ZTF21aaoaxak,WISEA J130238.61+273747.2,0.1216
ZTF21aanxwlj,WISEA J052223.27-205921.5,
ZTF21aantrqd,WISEA J082615.77+365307.9,
ZTF21aanxpli,WISEA J053829.90+201302.8,
ZTF21aaoblhd,WISEA J195036.67+490146.9,
ZTF21aanxjdj,WISEA J030928.06+442330.4,
ZTF21aanxhjv,WISEA J030747.82+401840.9,
ZTF21aanqlpg,WISEA J072632.03+412517.3,
ZTF21aanykti,SDSS J081622.21+420027.1,
