oid,host_id,z
ZTF20acwytsu,SDSS J155928.16+195204.6,0.117
ZTF20acwytht,WISEA J154156.09+160900.1,0.033707
ZTF20acwytmh,WISEA J155127.56+223613.0,0.046987
ZTF20acwytxn,SDSS J155501.93+161816.2,0.353
ZTF20acwyscg,SDSS J134005.80+460251.8,0.224
ZTF20acwyoxc,WISEA J103853.90-005630.0,0.075545
ZTF20acwymez,WHL J111036.8+210653,0.1349
ZTF20acwqndp,2MASX J11310076+2714419,0.053139
ZTF20acwqmzj,SDSS J113843.54+225600.8,0.139
ZTF18aajixzx,WISEA J115001.77+292734.0,0.125871
ZTF20acwyjyj,WISEA J122653.63-091353.9,0.105887
ZTF20acbjfnv,SDSS J142708.97+225812.7,0.059801
ZTF20acwyiiw,SDSS J142623.03+224536.9,
ZTF20acwyicy,WISEA J144352.51+294014.6,0.067336
ZTF20acwyhva,SDSS J132024.67+443233.8,0.173
ZTF20acwpiev,WISEA J121015.35+253605.5,0.177589
ZTF20acwwcdu,SDSS J081515.03+085229.4,0.130
ZTF20acwnyga,WISEA J082325.67+100821.2,0.173533
ZTF20acvszzf,SDSS J082955.55+500810.5,0.520
ZTF20acvszvx,2MASX J08193356+4522168,0.051533
ZTF20acwoeui,SDSS J101856.31+570602.1,0.138
ZTF20acwoexs,WISEA J104402.02+581149.7,0.046589
ZTF20acwofnt,WISEA J104340.34+395656.6,0.117647
ZTF20acwxrik,SDSS J102019.32+415247.3,0.186
ZTF20acwxrgp,WISEA J103639.35+372825.5,0.023184
ZTF20acwnrgn,SDSS J095342.52+482123.5,0.146
ZTF20acwxgwg,WISEA J100955.84+404500.1,0.091657
ZTF20acwogqz,WISEA J104041.63+271909.0,0.090981
ZTF20acwohab,SDSS J102141.14+240023.4,0.324
ZTF20acwohcl,SDSS J101056.54+191808.4,0.129
ZTF20acwxvli,WISEA J104505.63+050147.3,0.123719
ZTF20acwombm,SDSS J100321.72+025020.2,0.124
ZTF20acwogiu,SDSS J100214.08+152623.3,0.266
ZTF20acwciim,SDSS J092447.05+025349.7,0.106
ZTF20acwoley,SDSS J092631.08+071221.7,0.096
ZTF20acwomqh,WISEA J095347.42-052013.3,0.0686
ZTF20acwjnux,WISEA J072233.92+724622.1,
ZTF20acwngvb,SDSS J075855.98+504823.0,0.221
ZTF20acwvdso,WISEA J062529.47+451349.1,
ZTF20acwuiuo,WISEA J043216.42-022740.7,
ZTF20acwsfhq,WISEA J235152.94-131623.7,
ZTF20acwrzej,SDSS J000857.25+163514.3,0.167
