oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24aahfkru,SDSS J164552.86+401139.1,251.470241586666,40.1942139467139,2.346860272595917,0.4758223838034256,2.3523913435308614,SDSSDR16,True,0.03845246,6.738318e-06,specz
ZTF24aahfknz,WISEA J173404.21+492240.0,263.51747,49.37792,7.05606999238564,0.41687892960519274,7.125634564213484,NED,False,0.052829,NULL,PUN
ZTF24aahetfg,SDSS J171339.26+372156.4,258.413587668381,37.3656844362279,2.1190668909479724,0.3365190902600636,1.8129773815637056,SDSSDR16,False,0.096893,0.024595,photoz
ZTF24aahestx,WISEA J173627.21+395750.5,264.11325,39.96472,2.3543347501891425,0.046177099740228905,2.3668047959413143,NED,False,NULL,NULL,NULL
ZTF24aaheprj,SDSS J163955.83+484559.4,249.98263703793,48.7665110470592,3.132793457547262,0.45906373393191785,2.745558988587928,SDSSDR16,False,0.032797,0.010761,photoz
ZTF24aahepii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aahepdc,SDSS J165312.69+494805.3,253.302870553002,49.8014801376364,0.8290807464566351,0.31059887657291796,1.0021874180873296,SDSSDR16,False,0.025604,0.007113,photoz
ZTF24aahefad,SDSS J211013.34+012415.5,317.555574720394,1.40431112277771,4.549268609456758,0.7052172776452652,4.93056261257986,SDSSDR16,False,0.036021,0.007821,photoz
ZTF24aaheeel,MCG+07-37-036,274.52478375,39.82533416666667,15.743544954208783,0.4296818751293746,15.910359067082476,Simbad,True,0.02991,NULL,D
ZTF24aaheedw,NVSS J174356+364800,265.98416666666657,36.80027777777777,27.15575438850189,0.3137152003078552,27.387784746436036,Simbad,False,--,NULL,
ZTF23abeqplb,WISEA J173823.30+291159.7,264.59709,29.19993,0.28071724037638557,0.22387997333767284,0.2063208843232409,NED,False,NULL,NULL,NULL
