oid,host_id,z
ZTF20aaflozs,SDSS J003540.56+003611.2,0.124
ZTF20aaflpie,NGC 0060,0.039452
ZTF20aaflrtg,WISEA J000454.93+025739.5,
ZTF20aaflxwb,WISEA J215418.07+255758.9,0.120357
ZTF20aafmaxq,SDSS J225829.30+222228.2,0.050
ZTF20aafmbrl,SDSS J001032.12+015142.8,0.140
ZTF20aafmcwc,GALEXASC J014012.28-275105.7,0.05332
ZTF20aafmdlx,WISEA J034600.70-265041.3,
ZTF20aafmdzj,WISEA J040236.46-161152.0,
ZTF20aafmrdi,WISEA J043544.70-124715.1,0.172789
ZTF20aafnrtm,WISEA J043717.95-221257.4,
ZTF20aafsnpp,2MASX J13372096+6159112,0.044201
