oid,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24abokgyn,0,LEDA 3779414,179.00873083333332,7.842658888888889,12.598707081085037,0.1269567015135461,12.522763618593627,Simbad,True,0.03551,9.999999747378752e-06,C
ZTF24abojqxo,1,SDSS J111151.59+424556.4,167.964956927249,42.7656698886309,1.7603216207358408,0.4239855560309344,2.0614715583191723,SDSSDR16,False,0.231339,0.064694,photoz
ZTF24abojqpw,2,WISEA J081746.76-125355.3,124.44484,-12.8987,0.4082002437064864,0.4170314089215342,0.8200017463434766,NED,False,0.082503,NULL,PUN
ZTF24aboiyai,3,SDSS J070658.70+392518.9,106.744578503118,39.4219159219285,0.5605465046334961,0.2248907929120808,0.3421867611423929,SDSSDR16,False,0.180291,0.051296,photoz
ZTF24aboinfr,4,WISEA J050916.09+632418.0,77.31707,63.40501,2.7919923759690626,1.7368115307575918,1.1143163558447735,NED,False,0.03422,NULL,PUN
ZTF24aboiisq,5,GALEXASC J031331.34-020913.5,48.38061,-2.15377,1.1958539724533344,1.407714753072189,0.5120675881286584,NED,False,NULL,NULL,NULL
ZTF24abohvte,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aboheoh,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24abofwql,8,SDSS J232457.48+130049.8,351.239495178237,13.0138382686341,1.957628368458454,4.338275341667142,6.269634082772728,SDSSDR16,False,0.071351,0.015737,photoz
ZTF24abofsxa,9,SDSS J000504.78+324738.0,1.26993128331708,32.7939014025133,7.478550199765441,1.5250656485533716,6.517077476365392,SDSSDR16,False,NULL,NULL,photoz
ZTF24abofhwg,10,SDSS J230104.57+192255.6,345.269043482411,19.3821221544982,2.2958162117942846,0.1201609070632326,2.327232118074296,SDSSDR16,False,0.140388,0.019941,photoz
ZTF24abofewn,11,WISEA J232119.41+430024.0,350.3309,43.00667,1.9239842503524425,1.4994256921745466,0.4250525911038594,NED,False,NULL,NULL,NULL
ZTF24abofcbv,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aboezkc,13,SDSS J224404.67+102209.6,341.019453973921,10.3693477710391,2.3101535939383533,0.2025656601250021,2.295699905425211,SDSSDR16,False,0.163012,0.030294,photoz
ZTF24abobuji,14,6dFGS gJ040950.1-031538,62.45868125,-3.260480555555556,6.93171067581155,0.0259308178632788,6.911069857378138,Simbad,True,0.07439,NULL,D
ZTF24abnzedo,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24abnyycd,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24abnyoun,17,SDSS J215324.80+244341.6,328.353351204057,24.7282333903616,2.1594973720276704,0.2539560103152837,1.9897134942821055,SDSSDR16,False,0.133929,0.036387,photoz
ZTF24abnxfrq,18,SDSS J081933.88-070218.8,124.891185001136,-7.03855894824737,20.546796035771507,1.7988436397162637,19.22284735546361,SDSSDR16,False,0.006603,0.005759,photoz
ZTF24abnuaus,19,SDSS J001847.53-031923.2,4.69802486121014,-3.32311694204813,2.804093091077295,2.0385397886289,1.4265487305056002,SDSSDR16,False,0.35902,0.036929,photoz
ZTF24abnsaax,20,SDSS J095807.50+154946.9,149.53125286565,15.8296946923905,0.5247159648647811,0.3982857885099555,0.1264912763159051,SDSSDR16,False,0.14577,0.037705,photoz
