oid,host_id,z
ZTF20abxykau,WISEA J143510.33+313556.0,0.094966
ZTF20abuuznt,SDSS J151521.88+460704.6,0.103
ZTF20abvumju,WISEA J165730.02+543716.4,
ZTF20abwjdvj,SDSS J161902.31+390527.7,0.113
ZTF20abxyjtx,NGC 6001,0.033224
ZTF20abxlham,SDSS J163729.53+625638.2,0.056
ZTF18abdmyae,WISEA J151352.91+300811.9,0.092737
ZTF20abvurvn,SDSS J172428.78+243210.8,0.095
ZTF20abxyqxx,WISEA J195735.69+472201.1,
ZTF20abxyohx,WISEA J181854.00+562852.4,
ZTF18abeznhw,WISEA J184528.95+660456.5,
ZTF20abxpzxg,SDSS J011737.31+165254.3,0.094
ZTF20abxphtb,WISEA J025040.49+283132.2,
