oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF22abfwmxx,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abfvrto,SDSS J154806.73+563243.0,237.028030299437,56.5452902331718,0.6994144407640144,SDSSDR16,False,0.139637,0.028848,photoz,NULL,NULL,NULL
ZTF22abgvezu,SDSS J095826.96+333147.6,149.612329875211,33.5299129122509,0.4139791836009817,SDSSDR16,False,0.092679,0.023943,photoz,0.0,0.3387748801429578,0.3892441999654669
ZTF22abgtphv,SDSS J000732.99+271715.8,1.88747767963935,27.2877344279954,2.4179005740144603,SDSSDR16,False,0.492768,0.102222,photoz,1.0,2.342775170841323,0.0767258157010417
ZTF22abgtnmd,SDSS J004402.44+173648.5,11.0101601947463,17.613490830003,0.206471740687246,SDSSDR16,False,0.514206,0.091788,photoz,2.0,1.7166766240357052,1.900044978314647
ZTF22abgroeo,SDSS J213936.71+192933.3,324.902938323867,19.4926095107837,7.967933854043437,SDSSDR16,False,0.042431,0.015665,photoz,3.0,0.8741567106255811,8.63042334627896
ZTF22abgrior,SDSS J002257.53+011008.9,5.73970936145844,1.16914770677694,0.9557351052243656,SDSSDR16,False,0.289492,0.054597,photoz,4.0,0.7332332926689288,0.6851415307230709
ZTF22abgrdsf,SDSS J231213.73-183557.0,348.057193827756,-18.5991717240527,1.9031436655242195,SDSSDR16,False,0.108498,0.011001,photoz,5.0,0.5036936086651129,2.275511363200309
ZTF22abgqhbu,WISEA J211211.90+195731.1,318.04959,19.95866,1.8855931886639783,NED,False,NULL,NULL,NULL,6.0,0.3883669637685173,2.008596458422528
ZTF22abgqgss,SDSS J204310.29+050935.2,310.792884369037,5.15977690488106,2.084122796921501,SDSSDR16,False,0.075703,0.019372,photoz,7.0,0.2385330620738243,2.306843612152359
ZTF22abgqfcx,SDSS J202345.45+075349.2,305.939379086823,7.89701004601177,0.8029373459897668,SDSSDR16,False,0.215644,0.138142,photoz,8.0,1.417218256517474,0.643433197597485
ZTF22abgpxyz,WISEA J201249.05+124820.7,303.20441,12.80575,5.286319186546534,NED,False,NULL,NULL,NULL,9.0,1.684896069287117,3.63199238360452
ZTF22abgptte,WISEA J202503.88-182531.1,306.26625,-18.42535,1.7065968197900612,NED,False,NULL,NULL,NULL,10.0,0.6910910236812203,1.69223632347635
ZTF22abgpqre,WISEA J173301.45+170726.6,263.25606,17.12408,0.982965553781778,NED,False,NULL,NULL,NULL,11.0,0.8036169893005931,0.179813107305499
