oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF22aaoyvqz,WISEA J214908.55-055512.3,327.28563,-5.92025,0.2657782267578206,NED,True,0.1779,NULL,,
ZTF22aaoysqc,SDSS J205204.19+055039.5,313.017454571038,5.84432666382359,9.950712620017827,SDSSDR16,False,0.075514,0.010343,photoz,
ZTF22aaoyefu,SDSS J232502.41-005224.5,351.26004,-0.87349,0.8604840099141357,NED,NULL,NULL,NULL,NULL,
ZTF22aaoxxdy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF22aaoxwdo,WISEA J202243.86+102024.9,305.68283,10.34033,6.050388880418265,NED,False,0.040247,NULL,PHOT,
ZTF22aaoxpwf,WISEA J200227.83+484614.1,300.61592,48.7705,5.583476843280444,NED,False,0.029413,NULL,PHOT,
ZTF22aaoxiux,SDSS J164615.53+803118.2,251.564709781513,80.5217420415992,12.381701313493773,SDSSDR16,False,0.036981,0.01365,photoz,
ZTF22aaoxhuh,WISEA J160744.23+675716.3,241.93546,67.95506,2.4703791546673486,NED,False,0.029305,NULL,PHOT,
ZTF22aaoxfjb,SDSS J150305.57+670826.4,225.773210849796,67.1406671629228,6.305679266999667,SDSSDR16,False,0.066887,0.01832,photoz,
ZTF22aaoxfgq,WISEA J170640.02+365157.6,256.66679,36.86603,6.698027240301047,NED,True,0.159081,NULL,SPEC,
ZTF22aaowxdy,SDSS J161610.11+452224.8,244.042132124898,45.3735609117457,0.3432148805197098,SDSSDR16,False,0.182917,0.039667,photoz,
ZTF22aaowhti,WISEA J153737.00-035055.7,234.40429,-3.84881,3.805161293562751,NED,False,0.085719,NULL,PHOT,
ZTF22aaovvnd,SDSS J142525.49+140147.0,216.356228479694,14.0297386629583,0.5929653826986059,SDSSDR16,False,0.159503,0.091472,photoz,
ZTF22aaotdwb,SDSS J165952.66+444050.6,254.969407624277,44.6807292457057,1.0061661078416442,SDSSDR16,False,0.283033,0.085187,photoz,
ZTF22aaosjja,SDSS J140539.22+203828.2,211.41345,20.64118,0.5611777279997767,NED,NULL,NULL,NULL,NULL,0.0
ZTF22aaoreoz,KUG 2149+224,327.89567,22.65181,9.262496901684482,NED,True,0.03804,NULL,NULL,1.0
ZTF22aaoqizx,SDSS J170946.39+245611.5,257.443270968762,24.9365265578737,2.6823454383370464,SDSSDR16,False,0.145862,0.060167,photoz,2.0
ZTF22aaopwuj,SDSS J170208.02+475131.8,255.533397703435,47.8588495100281,0.1692346722240903,SDSSDR16,False,0.182006,0.050536,photoz,3.0
ZTF22aaonelf,SDSS J162149.01+092152.6,245.454201240617,9.36461132322193,1.0005222636061226,SDSSDR16,False,0.1106,0.03268,photoz,4.0
ZTF22aaoncel,WISEA J165610.01+541834.2,254.04206,54.30939,0.2798327517919238,NED,NULL,NULL,NULL,NULL,5.0
ZTF22aaonavj,WISEA J150256.65+074631.0,225.73608,7.77532,0.480383615724685,NED,True,0.14796,NULL,SPEC,6.0
ZTF22aaomhlx,SDSS J125947.24+204506.9,194.946852934988,20.7519179066475,0.7186983643828267,SDSSDR16,False,0.078127,0.023978,photoz,7.0
ZTF22aaolelx,WISEA J185757.06+303458.5,284.48775,30.58284,0.139559730261384,NED,NULL,NULL,NULL,NULL,8.0
ZTF22aaolchg,GALEXASC J150103.00+673819.5,225.26253,67.63876,1.219892145506405,NED,NULL,NULL,NULL,NULL,9.0
ZTF22aaolcan,SDSS J143542.84+623027.8,218.928499734826,62.5077350442881,0.0266599634346061,SDSSDR16,False,0.119525,0.046121,photoz,10.0
ZTF22aaolbtk,SDSS J122727.19+585334.4,186.863301555217,58.8929053231159,2.1496757474411354,SDSSDR16,False,0.320963,0.039515,photoz,11.0
ZTF22aaokdxp,SDSS J182805.83+423746.5,277.024274021894,42.6296067514555,6.824636221310096,SDSSDR16,False,0.067044,0.019161,photoz,12.0
ZTF22aaohibs,WISEA J141223.06+441940.5,213.09608,44.32792,0.6089889878294963,NED,True,0.137478,NULL,SPEC,13.0
ZTF22aaohdsj,SDSS J132605.94+341014.5,201.524747329567,34.1706960570955,0.924214286847896,SDSSDR16,False,0.645534,0.11089,photoz,14.0
ZTF22aaogojm,WISEA J135843.48+141850.2,209.68113,14.31389,0.1156232579368023,NED,True,0.144331,NULL,SPEC,15.0
