oid,host_id,z
ZTF20aawilqf,WISEA J183343.02+480608.4,
ZTF20aawilhl,WISEA J181659.83+441331.2,
ZTF20aawincc,UGC 11262,0.0187
ZTF20aawijax,WISEA J194927.98-132324.7,
ZTF20aawijco,MCG -02-50-007,0.024854
ZTF20aawiicr,WISEA J201542.92-061859.6,0.01893
ZTF20aawihxz,CGCG 372-019,0.018199
ZTF20aawihjh,WISEA J201747.60+013512.3,
ZTF20aawigpe,SDSS J205113.93+044458.3,0.055
ZTF20aawigcr,WISEA J210117.82+120552.4,
ZTF20aawiked,WISEA J201526.22+132051.2,
ZTF20aawiiyu,WISEA J221554.83+491633.8,
ZTF20aawigxz,WISEA J204449.84+121434.5,
ZTF20aawiasn,WISEA J000049.59+821759.6,
ZTF20aawifry,SDSS J212349.67+172209.2,0.240
ZTF20aawifjy,WISEA J211954.35+303324.6,
ZTF20aawifos,WISEA J184902.52+314515.6,
ZTF20aawidvp,WISEA J224336.31+712951.7,
ZTF20aawfogn,WISEA J140321.92-224438.9,0.08608
ZTF20aawdqoc,SDSS J125214.16-224607.7,0.113
ZTF18aawrkkt,SDSS J163456.83+263703.3,0.130
ZTF20aawfxpx,WISEA J154211.27-181438.0,
ZTF20aawhyay,WISEA J190525.12+304728.0,
ZTF20aawgrcu,SDSS J204235.85+764654.7,0.024
ZTF20aautfqu,WISEA J084305.13+010855.5,0.077696
ZTF20aavxyld,SDSS J144845.69+520631.8,0.141
ZTF20aawdwqo,WISEA J134052.24-232612.3,
ZTF20aawgiem,SDSS J170640.63+131902.5,0.102
ZTF20aawghtx,WISEA J161622.58+130608.0,0.094117
ZTF20aavxkum,SDSS J143054.22+381333.5,0.129
ZTF20aawbjjw,WISEA J064713.28+304512.6,
ZTF20aawfxyv,2MASS J15444512+0934098,0.097742
ZTF20aawfwqv,WISEA J152905.69+012826.8,0.204965
ZTF20aawgrnd,WISEA J153750.61-254038.4,
ZTF20aawfnro,2MASX J14205839-2245237,0.026008
ZTF20aavrnak,SDSS J143809.70+583330.0,0.101
ZTF20aawgztc,WISEA J152117.47+101706.2,0.077166
ZTF20aavxajk,WISEA J125549.49+171944.5,0.073115
ZTF20aawghgc,SDSS J161302.45+103427.9,0.098
ZTF20aawbfox,WISEA J094111.35-201814.3,
ZTF20aawbfdb,WISEA J094951.67-135716.9,0.047933
ZTF20aawgtzu,WISEA J161348.11-223934.1,
ZTF20aawdvio,WISEA J132459.15-265747.0,
ZTF20aawdpzx,SDSS J124444.09-232142.6,0.479
ZTF20aawbesl,LEDA 1811978,0.097
ZTF20aawbdbm,WISEA J063353.47+392507.2,
