oid,host_id,z
ZTF21aaflcjl,SDSS J121109.89+092355.7,0.309
ZTF21aafgljq,WISEA J064945.58+502613.6,
ZTF21aaflcbk,SDSS J123630.53+194933.3,0.267
ZTF21aafkhfx,SDSS J115232.93+225806.5,0.170
ZTF21aafkrax,WISEA J103300.63+430429.1,0.123282
ZTF21aafcwnj,WISEA J072825.89+574357.2,
ZTF21aafeptd,SDSS J010611.02+250710.3,0.095
ZTF21aafldia,SDSS J122802.71+042043.5,0.082
ZTF21aafkxce,SDSS J142220.45+342625.0,0.204
ZTF21aaflcai,WISEA J122300.08+183537.2,0.068821
ZTF21aaflcpl,WISEA J121249.91+024012.9,0.077181
ZTF21aafkmid,WISEA J111717.52+303120.2,0.07431
ZTF21aafmklt,WISEA J141115.75+105830.2,0.111029
ZTF21aafnbqi,WISEA J151720.81-002359.4,0.115473
ZTF21aaevrjl,WISEA J043118.77-102346.9,
ZTF21aafmltt,SDSS J132409.17-025843.7,0.084
ZTF21aafkows,WISEA J123232.76+674542.3,0.110846
ZTF21aafkwlu,WISEA J141738.98+272647.0,0.114423
ZTF21aafnbwr,SDSS J175155.34+513758.5,0.112
ZTF21aafkqtw,SDSS J105450.46+435447.8,0.145
ZTF21aafcifk,WISEA J092222.94+622924.3,0.042776
ZTF21aafkwtk,UGC 08661,0.026898
ZTF21aafhftg,2MASS J06260296-0924550,
ZTF21aafnaaf,WISEA J161021.24+503312.4,0.046635
ZTF21aafnabs,WISEA J152945.55+134812.8,0.087762
ZTF21aafmzkk,WISEA J141042.95+184018.8,0.05595
ZTF21aafkvwy,SDSS J133842.83+101209.7,0.175
ZTF21aafncuz,GALEXMSC J172424.84+000142.9,
ZTF21aaflifu,IC 2700,0.082573
ZTF21aafepvd,SDSS J004939.18+231228.9,0.179
ZTF21aaecjfc,SDSS J074928.62+504757.0,0.096
ZTF18aagpunr,WISEA J065202.87+325521.9,
ZTF21aafjjee,WISEA J104433.53+413429.2,0.049234
ZTF21aafkqyn,SDSS J114238.71+554934.6,0.359
ZTF21aaflrjq,SDSS J101823.43+562021.9,0.126
ZTF21aafluaw,WISEA J112109.00+494610.0,0.108159
ZTF21aafmjju,LCRS B142940.3-031813,
ZTF20acwyqzi,SDSS J115118.72+212722.0,0.335
ZTF21aaflhfy,WISEA J114547.06-053456.1,
ZTF21aaffcwy,WISEA J033915.26+225936.6,
ZTF18aajjhrm,WISEA J115543.50+435042.7,0.071386
ZTF21aaflydn,WISEA J122350.68-041749.6,0.1473
ZTF21aafkwey,SDSS J132102.08+232931.5,0.181
ZTF21aaflawi,SDSS J123851.02+343820.3,0.272
ZTF20aaoluli,WISEA J005623.94+135406.3,0.085321
ZTF21aaeojmv,SDSS J121504.77+295319.6,0.185
ZTF21aaflvau,SDSS J115149.16+441916.0,0.261
ZTF21aafkxvz,SDSS J155407.60+601854.2,0.123
ZTF21aaffakp,SDSS J035107.26+360947.6,0.105
ZTF21aafldoa,WISEA J112420.66-224643.5,
ZTF21aafmbjy,SDSS J133543.36+093922.4,0.143
ZTF21aaejewx,WISEA J105635.09+324327.4,0.129919
ZTF21aafkkfm,SDSS J114742.15+012707.5,0.082
ZTF18aaiubyx,WISEA J135135.84+300606.2,0.124878
ZTF21aafdwcr,SDSS J160332.15+560223.8,0.169
ZTF21aaeonow,SDSS J103742.74+534339.3,0.350
ZTF21aafnabi,SDSS J152357.50+185032.8,0.192
ZTF21aaemkte,SDSS J114617.97-034011.5,0.207
ZTF21aafmcaw,2MASX J13361682+1949416,0.072882
ZTF21aaflzqy,SDSS J125424.08+070234.0,0.042
ZTF21aafkzsd,SDSS J121541.44+531254.2,0.188
ZTF21aaepasp,SDSS J135247.22+252013.2,0.112
ZTF21aaeotxq,WISEA J131551.95+155116.7,0.084496
ZTF21aafeqje,SDSS J231912.05+350313.9,0.042
ZTF21aaeoxfd,WISEA J121808.89-042521.6,0.0803
ZTF21aaeolfd,WISEA J121754.96+424132.9,0.073284
ZTF21aaeoubq,SDSS J120126.03+151425.2,0.108
ZTF21aafktie,WISEA J121906.09-151628.8,
