oid,host_id,z
ZTF20abgbuly,RESOLVE rf458,0.017094
ZTF20abgbvzy,WISEA J200852.30-232544.2,
ZTF20aazomcu,NGC 0057,0.018146
ZTF20abfxxgv,SDSS J143129.81+242704.1,0.117
ZTF20abgdspk,SDSS J223834.24+012123.3,0.114
ZTF20abfyotd,LCRS B141042.8-023424,0.149
ZTF20abgdmzn,SDSS J220210.23-024851.4,0.352
ZTF20abfyiqq,NGC 4524,0.015901
ZTF20abgdjyt,WISEA J213212.88-103210.6,
ZTF20abgdrkq,WISEA J231500.20+004937.7,0.1203
ZTF20abfxzto,SDSS J135450.82+140810.4,0.050989
ZTF20abgdmob,WISEA J222722.55-104948.3,0.055568
ZTF20abfycht,SDSS J122758.64+281402.5,0.095
ZTF20abgdrlw,SDSS J224422.50+051214.4,0.114
ZTF20aazfczu,SDSS J003120.19+313908.7,0.029
ZTF20abfycfm,SDSS J125415.49+231054.2,0.103
ZTF20abfxwbj,WISEA J150133.02-225822.5,
ZTF20abgdqey,SDSS J224528.60+063505.5,0.109
ZTF20abgdiwy,WISEA J205317.57-155629.0,
ZTF20abfxxqf,SDSS J144629.18+253613.0,0.170
ZTF20abgdnpl,WISEA J225019.08-014903.9,
ZTF20abgbwwz,SDSS J000336.45+195905.1,0.256
ZTF20abgbwys,SDSS J235341.91+161347.4,0.068
ZTF20abgbdhi,WISEA J214025.48-141512.9,0.060765
ZTF20abgbxtk,SDSS J010114.75+463105.4,0.127
ZTF20abgbuth,SDSS J222610.21-071219.3,0.096
ZTF20abgbulo,SDSS J233425.21+065754.9,0.116
ZTF20abgdkzz,SDSS J223449.40-092858.1,0.412
ZTF20abgbuqw,SDSS J231102.53+060726.8,0.148
ZTF20abgbyav,WISEA J003257.33+504149.4,
ZTF20abgdxmx,WISEA J005520.81+494724.4,
ZTF20abgbxct,SDSS J232717.49+221807.7,0.214
ZTF20aazffau,SDSS J004008.11+384954.2,0.096
ZTF20abgdxkq,WISEA J003504.85+434038.5,
ZTF20abgbutx,SDSS J221829.00-063912.0,0.196
ZTF20abgdtgy,2MASX J22384067+0006033,0.059054
ZTF20abgdkrh,WISEA J222826.90-093346.1,0.087287
ZTF20abgdxfh,SDSS J004847.91+372009.7,0.116
ZTF20abgbdpr,WISEA J213527.27-181635.4,
ZTF20abgbuye,SDSS J223918.37-012401.3,0.149
ZTF20abgbvah,SDSS J230729.77-050406.5,0.099
ZTF20abgbfmc,WISEA J195028.34-243212.4,
ZTF20abgbxvb,UGC 00460,0.017409
ZTF20abgbxfm,WISEA J000234.84+230902.3,0.073
ZTF20abgdvjp,SDSS J233702.24+191430.4,0.115
ZTF20abgbwyv,SDSS J000950.53+214507.2,0.113
ZTF20abgbyee,SDSS J233931.89+253546.0,0.078
ZTF20abgbvrf,SDSS J224005.21-060133.8,0.087
ZTF20abgbxoo,SDSS J003533.06+372029.2,0.097
ZTF20abgbvgl,WISEA J232805.99+010135.0,0.058673
ZTF20abgbwhe,SDSS J233031.45+134858.6,0.626
ZTF20abgdgfi,WISEA J213141.80-195817.9,
ZTF20abgbxaw,SDSS J235045.63+152912.9,0.214
ZTF20aakhpmp,LSBC F821-01,0.030925
