oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21acrbqll,WISEA J101429.82+214654.0,153.62435,21.78189,8.460353987386236,NED,NULL,NULL,NULL,NULL,
ZTF21acrbohc,SDSS J102012.32+250647.1,155.05135276807,25.1131030816165,1.1825291968071854,SDSSDR16,False,0.197376,0.03662,photoz,
ZTF21acrbidk,WISEA J130020.94+590938.8,195.08727,59.16079,3.9130941977999174,NED,True,0.23145,NULL,SPEC,
ZTF21acrbibp,SDSS J122326.54+561130.0,185.860586232344,56.1916900764527,1.7535304559476699,SDSSDR16,False,0.146878,0.034373,photoz,
ZTF21acqzixr,SDSS J112123.96+540609.3,170.349823507111,54.1025949423064,0.9622041711609716,SDSSDR16,False,0.122855,0.050649,photoz,
ZTF21acqzidu,SDSS J123130.79+644945.1,187.878287800325,64.8292058558817,1.2866977321528625,SDSSDR16,False,0.111188,0.014437,photoz,
ZTF21acqziap,SDSS J111919.93+513849.1,169.833032476533,51.6469819829907,1.126460906681667,SDSSDR16,False,0.120175,0.086835,photoz,
ZTF21acqyvqd,SDSS J083440.72+172420.5,128.669650620356,17.405703569898,0.13394375085426305,SDSSDR16,False,0.299695,0.032052,photoz,
ZTF21acqyblq,SDSS J112344.69+672359.0,170.936211026055,67.3997458430742,0.13345994249203624,SDSSDR16,True,0.1580695,2.317679e-05,specz,
ZTF21acqybep,SDSS J114942.78+660943.1,177.428232546229,66.1619909385723,0.3213505347142666,SDSSDR16,False,0.25259,0.074986,photoz,
ZTF21acqybbh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21acqxysc,SDSS J101642.10+415016.6,154.175424281475,41.837964194762,0.527092924447535,SDSSDR16,False,0.178205,0.047677,photoz,
ZTF21acqxxvx,LCSB S1302P,142.94343,32.94298,20.33602628708758,NED,True,0.070463,NULL,SPEC,
ZTF21acqxviz,WISEA J092726.76+235753.5,141.86153,23.96491,1.195689091335708,NED,NULL,NULL,NULL,NULL,
ZTF21acqxryo,SDSS J090054.50+191144.6,135.227080872753,19.1957429870945,0.13911507212242294,SDSSDR16,False,0.188923,0.02681,photoz,
ZTF21acqxqds,WISEA J101749.01-072422.4,154.45425,-7.40625,6.651047072882813,NED,True,0.042226,NULL,,
ZTF21acqxppk,LCRS B102318.5-120830,156.44347,-12.3963,3.4066874459442524,NED,NULL,NULL,NULL,NULL,
ZTF21acqxomi,WISEA J090641.34-100030.6,136.67237,-10.00839,3.9491390481512085,NED,True,0.025414,NULL,,
ZTF21acqxnza,WISEA J092505.22-104546.0,141.27199,-10.76245,1.3993069197680459,NED,NULL,NULL,NULL,NULL,
ZTF21acqxnqk,WISEA J090351.15-072220.5,135.96322,-7.37238,0.2743402650578292,NED,NULL,NULL,NULL,NULL,
ZTF21acqxiuy,SDSS J085004.91+155412.8,132.520478520663,15.9035670551178,0.05565598976953347,SDSSDR16,False,0.127068,0.025495,photoz,
ZTF21acqxikv,SDSS J090525.96+082647.4,136.358163616325,8.44652115646653,2.7883883641283824,SDSSDR16,False,0.312867,0.094594,photoz,
ZTF21acqxfyy,SDSS J082728.70+332758.6,126.869564633621,33.4662767187808,0.34523122516663424,SDSSDR16,False,0.197416,0.02332,photoz,
ZTF21acqxeoc,SDSS J101409.73+472724.1,153.540551132274,47.4567045679667,0.5410477338478091,SDSSDR16,False,0.224816,0.064775,photoz,
ZTF21acqxdkv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21acqxcih,2MASX J09493446+3812103,147.3935,38.20306,7.680276773393677,NED,True,0.126401,NULL,SPEC,
ZTF21acqwtoj,WISEA J070348.27+140539.0,105.95114,14.09419,0.8459977748585579,NED,NULL,NULL,NULL,NULL,
ZTF21acqwccb,SDSS J090552.89+411939.9,136.470393757495,41.3277600710596,0.2906367204684282,SDSSDR16,False,0.331063,0.1422,photoz,
ZTF21acqwazy,WISEA J101623.23+333851.0,154.0968,33.64755,2.0197881822606325,NED,True,0.128092,NULL,,
ZTF21acqvzoj,WISEA J083728.00+124453.4,129.36667,12.74818,0.5016174322275836,NED,True,0.091509,NULL,SPEC,
ZTF21acqvwop,WISEA J064552.28+535237.6,101.46771,53.87753,9.717694907900917,NED,NULL,NULL,NULL,NULL,
ZTF21acqvkjt,SDSS J084128.83+133141.0,130.370117780279,13.5280684653175,0.3687523330650781,SDSSDR16,False,0.132943,0.052326,photoz,
ZTF21acqvhhn,WISEA J073026.32-084432.3,112.60952,-8.74229,0.60363358637857,NED,NULL,NULL,NULL,NULL,
ZTF21acqutxf,WISEA J071451.18+590546.5,108.71329,59.09625,0.2427716618871783,NED,NULL,NULL,NULL,NULL,
ZTF21acqutjm,SDSS J072454.32+670926.2,111.226314103014,67.1572803333965,0.27948066884000705,SDSSDR16,False,0.567568,0.136988,photoz,
ZTF21acqurhq,WISEA J101957.74+445902.3,154.99024,44.98392,0.8475284924215017,NED,True,0.074381,NULL,SPEC,
ZTF21acquqlw,WISEA J105956.55+701434.4,164.98567,70.2429,2.835220720409431,NED,NULL,NULL,NULL,NULL,
ZTF21acquqbc,SDSS J094259.05+620735.7,145.746048632971,62.1266066386972,0.14269695757298403,SDSSDR16,False,0.134308,0.018376,photoz,
ZTF21acqumvd,WISEA J080332.62-182517.6,120.88604,-18.42151,4.738293882742947,NED,NULL,NULL,NULL,NULL,
ZTF21acqumrf,WISEA J060657.28-234334.7,91.73868,-23.72633,0.852372140094432,NED,NULL,NULL,NULL,NULL,
ZTF21acqtxmv,WISEA J070250.48+680108.7,105.71034,68.0191,0.4342516300904303,NED,NULL,NULL,NULL,NULL,
ZTF21acqtmlp,WISEA J073103.82+030430.8,112.76621,3.07469,3.5272138753189743,NED,NULL,NULL,NULL,NULL,
ZTF21acqtkyb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21acqtkng,SDSS J073743.28+103240.4,114.430321519051,10.5445754940163,0.7723896483936463,SDSSDR16,False,0.302894,0.101435,photoz,
ZTF21acqtkea,SDSS J081758.73-011430.5,124.494694937265,-1.24180943295513,1.7607648602243977,SDSSDR16,False,0.107319,0.008283,photoz,
ZTF21acqtjka,WISEA J071759.60+283616.3,109.49789,28.60519,2.6848459635393267,NED,NULL,NULL,NULL,NULL,
ZTF21acqtepc,WISEA J064334.98+572044.4,100.89624,57.34585,0.9827660730115785,NED,NULL,NULL,NULL,NULL,
ZTF21acqtejd,SDSS J074842.90+451419.1,117.178736227826,45.2386402903003,0.7709134376616286,SDSSDR16,False,0.19617,0.077537,photoz,
ZTF21acqtdof,SDSS J095208.38+581555.8,148.034927349669,58.2655020954439,0.7043863603762924,SDSSDR16,False,0.518562,0.121976,photoz,
ZTF21acqsxku,WISEA J045924.94-255431.9,74.85392,-25.90886,0.5981030529317207,NED,NULL,NULL,NULL,NULL,
ZTF21acqstjg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21acqsszz,WISEA J085721.84+561451.9,134.34097,56.24782,1.8589757114509555,NED,NULL,NULL,NULL,NULL,
ZTF21acqspkc,WISEA J080641.84+385244.7,121.6741,38.87894,0.18374751926963379,NED,NULL,NULL,NULL,NULL,
ZTF21acqspji,SDSS J083129.22+572807.5,127.871763043949,57.4687672807313,1.186146067228162,SDSSDR16,False,0.124292,0.089552,photoz,0.0
ZTF21acqsnbm,SDSS J083022.30+441121.3,127.592932661248,44.1892587835274,0.3221185180186303,SDSSDR16,False,0.161182,0.037894,photoz,1.0
ZTF21acqscal,WISEA J051922.97-101415.7,79.84572,-10.23769,1.537397345354078,NED,NULL,NULL,NULL,NULL,2.0
ZTF21acqsbxn,WISEA J043034.94-125644.6,67.64588,-12.9457,0.8824135610674703,NED,NULL,NULL,NULL,NULL,3.0
ZTF21acqrnnf,SDSS J005242.80+404820.4,13.1783440270661,40.8056868143349,0.4612156229596626,SDSSDR16,False,0.155149,0.021752,photoz,4.0
ZTF21acqqqne,WISEA J232247.01+415420.5,350.6959,41.90569,0.323633764203578,NED,NULL,NULL,NULL,NULL,5.0
ZTF21acqqqge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.0
ZTF21acqqjnh,SDSS J013620.78+053335.2,24.0865929417608,5.55978601872214,0.3507814279335703,SDSSDR16,False,0.183138,0.096302,photoz,7.0
ZTF21acqpyuc,SDSS J003248.45+243810.8,8.20186934185347,24.6363515776024,2.120551724409122,SDSSDR16,False,0.351333,0.073112,photoz,8.0
ZTF21acqpwya,SDSS J012223.29+030037.0,20.5970283536253,3.0103041323445,0.9458674247666,SDSSDR16,False,0.181127,0.034531,photoz,9.0
ZTF21acqpwql,SDSS J005313.91+090216.1,13.3079740231694,9.03781681660977,1.6833934621598887,SDSSDR16,False,0.077926,0.014078,photoz,10.0
ZTF21acqpwmi,SDSS J010421.53+140354.6,16.0897157930196,14.0651747094118,1.681010755711509,SDSSDR16,False,0.179051,0.048791,photoz,11.0
ZTF21acqpvsd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0
ZTF21acqpvnx,SDSS J010733.02-080331.0,16.8875994894945,-8.05861988790295,1.375389956852075,SDSSDR16,False,0.134698,0.058176,photoz,13.0
ZTF21acqpupv,WISEA J013025.72-161234.1,22.60721,-16.2095,6.517790378494263,NED,False,0.100619,NULL,PHOT,14.0
ZTF21acqprsn,SDSS J001543.50+050849.9,3.9312368249258,5.14721108738314,4.864016165077237,SDSSDR16,False,0.232085,0.027194,photoz,15.0
ZTF21acqprph,SDSS J000715.36+012036.7,1.81401085479257,1.34354116236126,2.0511458285464954,SDSSDR16,False,0.15928,0.029159,photoz,16.0
ZTF21acqpqwq,WISEA J005208.70-010420.4,13.03626,-1.07232,0.7168838622575838,NED,True,0.135757,NULL,SPEC,17.0
ZTF21acqpopq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0
ZTF21acqpcir,LEDA  892612,341.09,-16.85138888888889,2.3365245673585906,Simbad,NULL,NULL,NULL,NULL,19.0
ZTF21acqpapq,WISEA J221502.13-093020.7,333.75891,-9.50575,0.4957851911395135,NED,True,0.084043,NULL,SPEC,20.0
ZTF21acqozuf,WISEA J224015.44-132049.5,340.06422,-13.3472,1.7169809277232648,NED,NULL,NULL,NULL,NULL,21.0
ZTF21acqjtyn,GALEXASC J001606.72+071415.2,4.02801,7.23758,1.2013143730536144,NED,NULL,NULL,NULL,NULL,22.0
ZTF21acqjkcc,SDSS J012735.08+032922.0,21.8961668078454,3.48944471177722,1.9753289364343607,SDSSDR16,False,0.117094,0.022561,photoz,23.0
ZTF21acqjjot,SDSS J011738.69+051648.9,19.4112055103714,5.28026771720523,5.7349056637062406,SDSSDR16,False,0.105531,0.020818,photoz,24.0
ZTF21acqjdwp,WISEA J010639.39+284956.3,16.66412,28.83233,3.293768701894838,NED,True,0.122787,NULL,SPEC,25.0
ZTF21acqjdmj,SDSS J010206.98+233009.6,15.5290644220868,23.5026857136979,0.417914673465564,SDSSDR16,False,0.187122,0.075889,photoz,26.0
ZTF21acqhlrm,SDSS J113921.95+662647.7,174.841445276448,66.4465835705984,0.1042767992007194,SDSSDR16,False,0.13987,0.025264,photoz,27.0
ZTF21acqedvx,SDSS J004019.12+084656.3,10.0796570017848,8.78232971767367,0.1938118734699212,SDSSDR16,False,0.212498,0.068944,photoz,28.0
ZTF21acknczx,WISEA J222747.47-192204.4,336.94779,-19.36794,0.4784454163543607,NED,NULL,NULL,NULL,NULL,29.0
ZTF19abkznam,SDSS J223656.15-085116.8,339.233972677248,-8.85467035248727,1.313110539150846,SDSSDR16,False,0.129359,0.023215,photoz,30.0
