oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF22abtrcdd,SSTSL2 J005451.50+731033.2,13.71461,73.17589,1.8260757095675377,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abttboj,WISEA J103157.94-162820.6,157.99146,-16.47239,0.2973032445881162,NED,False,NULL,NULL,NULL,0.0,0.2531907499065901,0.0506594041155264
ZTF22abtsttg,SDSS J110253.31+282910.9,165.722109831847,28.4863783453712,3.03436179301086,SDSSDR16,False,0.080409,0.026108,photoz,1.0,0.3025238197441807,2.842415790463241
ZTF22abtslvh,SDSS J074808.69+480247.3,117.03621375,48.0465,0.4000786763599852,Simbad,True,0.08001,2.999999924213625e-05,C,2.0,0.2989845197635997,0.1559617688608137
ZTF22abtrwgu,WISEA J052855.47+500531.9,82.23108,50.09222,2.3263950403501457,NED,False,0.156949,NULL,PHOT,3.0,0.1608740387091602,2.2340205718327537
ZTF22abtraub,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0,NULL,NULL
ZTF22abtqthh,2dFGRS TGS234Z181,41.2,-26.677222222222223,3.6101529846998623,Simbad,True,0.110564,0.0004036131717991,D,6.0,0.882509978472007,2.728504630965233
ZTF22abtqjod,WISEA J003707.68+542646.4,9.28202,54.44624,3.1674800060110337,NED,False,NULL,NULL,NULL,7.0,0.6539228089814366,2.725828458445227
ZTF22abtpqks,SDSS J223916.15-002948.2,339.817287230346,-0.496726489169511,0.5325336584067691,SDSSDR16,False,0.319157,0.097451,photoz,8.0,0.3109490146015389,0.4894100866657714
ZTF22abtpqkp,SDSS J224102.39-000256.5,340.25997039027,-0.0490303961262745,2.636487104629836,SDSSDR16,False,0.162296,0.076874,photoz,9.0,0.4090972208814096,2.366080444216663
ZTF22abtpozz,WISEA J001050.85+531119.2,2.71192,53.18867,0.3163666573373951,NED,False,NULL,NULL,NULL,10.0,0.4910675582327526,0.8016049687133979
ZTF22abtovgb,SDSS J134251.55+182535.3,205.714774736924,18.4264950823515,0.4220775765713632,SDSSDR16,False,0.338371,0.073599,photoz,11.0,0.3048665215054702,0.6242778747559236
ZTF22abtotfn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0,NULL,NULL
ZTF22abtjcqq,SDSS J023321.27-084607.2,38.3386317070449,-8.76867245768859,4.738014478556376,SDSSDR16,False,0.154384,0.035914,photoz,13.0,0.5573704127345073,4.181099889547107
ZTF22abtgwjr,WISEA J203903.46+011748.8,309.76443,1.29689,0.1496123524391685,NED,False,NULL,NULL,NULL,14.0,0.2568375139274745,0.1355726787161218
ZTF22abtdarf,2MASX J10373712-0716129,159.40468125,-7.2702519444444444,0.7580422992803619,Simbad,True,0.02882,NULL,D,15.0,0.3777243971203613,0.505447189554471
ZTF22abtctvo,SDSS J085823.85+550317.4,134.599372093269,55.0548494512513,0.7560662613949528,SDSSDR16,True,0.04392766,1.035641e-05,specz,16.0,0.3801201225504135,0.8508726081780758
ZTF22absyhzl,SDSS J223917.39+235621.6,339.822455727754,23.9393381142036,1.321222563268844,SDSSDR16,False,0.134716,0.095123,photoz,17.0,0.7209006518382217,0.6015042654360993
ZTF17aacldgo,WISEA J030924.40-045339.5,47.35167,-4.89434,0.8589491310375127,NED,False,NULL,NULL,NULL,18.0,0.7570333738806445,0.1287869442142298
