oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21acrcogx,WISEA J145806.77+084118.9,224.52822,8.68856,3.7805690991093934,NED,True,0.048481,NULL,SPEC,
ZTF21acrcofo,SDSS J145748.04+122240.2,224.45018194121,12.3778379093523,3.2910331541820947,SDSSDR16,False,0.138682,0.043784,photoz,
ZTF21acrcnqx,WISEA J135850.19+035141.5,209.70911,3.8615,7.652665500515204,NED,True,0.105446,NULL,SPEC,
ZTF21acrcnqp,WISEA J141919.47+065225.4,214.83116,6.87371,5.226152205860071,NED,True,0.05656,NULL,SPEC,
ZTF21acrcnhs,SDSS J144659.75+030019.2,221.748941127434,3.00535035207623,0.53142248620171,SDSSDR16,False,0.138129,0.035459,photoz,
ZTF21acrcndi,WISEA J145811.29+095935.8,224.54708,9.99328,2.833196422222457,NED,True,0.092525,NULL,SPEC,
ZTF21acrcnda,2MASX J14414365+1421266,220.43209,14.35773,13.665444685117892,NED,True,0.030605,NULL,SPEC,
ZTF21acrcncw,CGCG 076-136,225.56814,11.91758,15.315486842896355,NED,True,0.032227,NULL,SPEC,
ZTF21acrcncm,WISEA J145353.15+110848.7,223.47147,11.14681,0.263839800745586,NED,True,0.087532,NULL,SPEC,
ZTF21acrcmud,SDSS J140936.93-121233.7,212.403893923941,-12.2093668938232,0.31458142793169436,SDSSDR16,False,0.073638,0.018732,photoz,
ZTF21acrcmqq,WISEA J140801.71-093349.2,212.00713,-9.56369,0.8078608599108502,NED,False,0.080961,NULL,PHOT,
ZTF21acrcmev,LCRS B135559.0-115536,209.66583,-12.16953,4.820130458882602,NED,True,0.069932,NULL,,
ZTF21acrcmcz,WISEA J140309.48+000211.4,210.7895,0.0365,0.6491294528964247,NED,True,0.081626,NULL,SPEC,
ZTF21acrcmbx,WISEA J140935.49+005940.3,212.39787,0.9945,3.805460624463853,NED,True,0.095302,NULL,SPEC,
ZTF21acrclzq,SDSS J135918.08-081441.8,209.82533178672,-8.2449609735565,4.31757446739783,SDSSDR16,False,0.051717,0.015659,photoz,
ZTF21acrclvk,SDSS J141345.29+110311.5,213.438689753871,11.0531942851015,1.404358832398294,SDSSDR16,False,0.331755,0.13793,photoz,0.0
ZTF21acrcjhl,SDSS J133318.56+032422.1,203.327335551436,3.40615100867822,4.099291260322317,SDSSDR16,False,0.105811,0.026661,photoz,1.0
ZTF21acrcjgj,SDSS J135002.18+064504.0,207.509067893347,6.75112045554732,0.2103271352497702,SDSSDR16,False,0.385514,0.077402,photoz,2.0
ZTF21acrcjes,WISEA J142610.34+203353.8,216.54313,20.56489,4.390765071073657,NED,True,0.076664,NULL,SPEC,3.0
ZTF21acrciyy,SDSS J144951.65+192130.8,222.465191189533,19.3585739734834,3.431597172009243,SDSSDR16,False,0.235219,0.122023,photoz,4.0
ZTF21acrcidx,SDSS J141506.24+210100.4,213.776001856097,21.0168027046069,0.8447371080569952,SDSSDR16,False,0.143364,0.028201,photoz,5.0
ZTF21acrcibi,SDSS J145712.84+175348.8,224.303485495359,17.8969018209609,0.1806822397939571,SDSSDR16,True,0.1206698,2.958806e-05,specz,6.0
ZTF21acrchzk,2MFGC 11944,221.08508,17.78017,10.505226541774702,NED,True,0.029907,NULL,SPEC,7.0
ZTF21acrchxm,SDSS J135446.24+045137.9,208.692671916157,4.86054572558865,1.0533116640343063,SDSSDR16,False,0.237243,0.108782,photoz,8.0
ZTF21acrchxk,SDSS J144720.08+204539.4,221.833663226699,20.7609608337087,2.888442418787716,SDSSDR16,False,0.092528,0.043067,photoz,9.0
ZTF21acrchwq,WISEA J150008.77+195302.4,225.03653,19.88398,3.0147595510355187,NED,True,0.094337,NULL,SPEC,10.0
ZTF21acrchwb,SDSS J145109.49+200015.9,222.789539279979,20.0044252553761,2.3425883558799767,SDSSDR16,False,0.128957,0.039949,photoz,11.0
ZTF21acrchus,SDSS J145149.83+163700.2,222.95763,16.61675,0.0512012677485263,NED,NULL,NULL,NULL,NULL,12.0
ZTF21acrcecf,SDSS J134207.47+552733.5,205.531125886479,55.4593192940213,0.3309234077192704,SDSSDR16,False,0.126604,0.045003,photoz,13.0
ZTF21acrcdqq,SDSS J133802.90+524051.5,204.51210355009,52.6809717965347,2.024929629916428,SDSSDR16,False,0.074921,0.018765,photoz,14.0
ZTF21acrcdjb,WISEA J131316.02+571416.6,198.31679,57.23797,2.418161240474675,NED,True,0.078704,NULL,SPEC,15.0
ZTF21acrccut,2MASX J14520254+6338437,223.01037,63.64546,1.469149451081858,NED,True,0.049755,NULL,SPEC,16.0
ZTF21acrccev,WISEA J134354.21+411124.5,205.97586,41.19012,2.3666104893257907,NED,True,0.06408,NULL,SPEC,17.0
ZTF21acrcbbu,SDSS J133747.41+202722.8,204.447533686829,20.456356354527,1.137335590554177,SDSSDR16,False,0.093018,0.041229,photoz,18.0
ZTF21acrbzkg,SDSS J122855.96+163719.9,187.233149705029,16.6222033859758,0.1016696304288756,SDSSDR16,False,0.177019,0.03871,photoz,19.0
ZTF21acrbywn,SDSS J123707.31+071453.0,189.280478999234,7.24805729295698,2.0447810174556817,SDSSDR16,False,0.109617,0.029682,photoz,20.0
ZTF21acrbxkm,2MASX J11310453-1827361,172.76888,-18.46014,4.986380961927409,NED,False,0.073284,NULL,PHOT,21.0
ZTF21acrbqyf,SDSS J103927.44+171153.5,159.864333071747,17.1982142577273,1.519015655081915,SDSSDR16,False,0.179102,0.039783,photoz,22.0
ZTF21acrbmwf,SDSS J110326.60+382701.5,165.86085,38.45042,2.2413393474109804,NED,True,0.15778,NULL,SPEC,23.0
ZTF21acrbkro,WISEA J125021.17+642356.9,192.58777,64.39927,0.8333836142709214,NED,NULL,NULL,NULL,NULL,24.0
ZTF21acrbkbo,SDSS J125433.11+504652.0,193.637945334384,50.7811349922224,1.3301562102771376,SDSSDR16,False,0.136343,0.049603,photoz,25.0
ZTF21acrbjcg,WISEA J142827.18+743903.6,217.11354,74.65106,6.573842630586254,NED,False,0.068262,NULL,PHOT,26.0
ZTF21acrbeai,SDSS J110800.24+120249.2,167.001020451501,12.0470153665218,0.6791577324347995,SDSSDR16,False,0.333893,0.124783,photoz,27.0
ZTF21acrbbjy,GALEXASC J113606.62-102956.1,174.02759,-10.49893,1.9691138875444707,NED,NULL,NULL,NULL,NULL,28.0
ZTF21acrbawh,WISEA J112335.82-132838.4,170.89951,-13.47697,1.9315032018931988,NED,NULL,NULL,NULL,NULL,29.0
ZTF21acrbapb,WISEA J104755.63-171256.5,161.98191,-17.21568,9.82257537588301,NED,NULL,NULL,NULL,NULL,30.0
ZTF21acrazfp,MCG -02-28-014,162.75129,-10.42308,16.47643968772059,NED,True,0.027502,NULL,NULL,31.0
ZTF21acravtt,LCRS B115342.0-055357,179.065,-6.17783,0.5126831205780067,NED,True,0.083725,NULL,NULL,32.0
ZTF21acratzs,WISEA J112701.63+193401.1,171.75684,19.56709,1.3495709187935796,NED,True,0.103263,NULL,SPEC,33.0
ZTF21acratwj,SDSS J120607.18+025543.3,181.529929613659,2.92871915203394,1.3711621161698508,SDSSDR16,False,0.1352,0.028522,photoz,34.0
ZTF21acratrm,WISEA J120806.68-035420.9,182.02787,-3.90589,0.791403665276136,NED,True,0.1215,NULL,NULL,35.0
ZTF21acrasys,SDSS J114917.94+303349.9,177.32474651366,30.5638830565133,0.9996358325219123,SDSSDR16,False,0.119999,0.019614,photoz,36.0
