oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21acrasvq,WISEA J114938.27+304510.7,177.40949,30.753,0.2209808766098669,NED,True,0.105966,NULL,SPEC,37.0
ZTF21acrarbx,SDSS J135516.06+655606.0,208.816910570212,65.9350072523383,2.183676702195586,SDSSDR16,False,0.075754,0.064623,photoz,38.0
ZTF21acraqrw,WISEA J141610.76+484805.1,214.04482,48.80137,4.826491293896255,NED,True,0.045614,NULL,SPEC,39.0
ZTF21acrapvk,WISEA J133631.93+265630.1,204.13309,26.94177,2.400968690780388,NED,True,0.106176,NULL,SPEC,40.0
ZTF21acraoun,SDSS J142048.60+454032.5,215.202498251525,45.6757086776987,0.3348488970304204,SDSSDR16,False,0.154007,0.072471,photoz,41.0
ZTF21acraorv,SDSS J141625.63+554717.9,214.106807857076,55.7883065095893,2.2754920712759,SDSSDR16,False,0.147552,0.025494,photoz,42.0
ZTF21acralbs,SDSS J121955.99+352149.7,184.983283065898,35.3638184516447,0.7084924444555426,SDSSDR16,False,0.152394,0.026916,photoz,43.0
ZTF21acrajda,SDSS J111825.31+161543.5,169.605442506822,16.2620884068171,1.4993916152287543,SDSSDR16,False,0.34671,0.110193,photoz,44.0
ZTF21acrafil,SDSS J111805.77+045720.7,169.524029242227,4.95575064524694,1.38587931011292,SDSSDR16,False,0.146217,0.024508,photoz,45.0
ZTF21acradkv,WISEA J093523.66-235404.6,143.84899,-23.90092,0.8046933066562844,NED,NULL,NULL,NULL,NULL,46.0
ZTF21acrabqz,SDSS J140605.46+592827.4,211.52276679863,59.474285611711,2.650794070307589,SDSSDR16,False,0.209014,0.081788,photoz,47.0
ZTF21acqzwsf,WISEA J120051.93+354018.9,180.21636,35.67182,1.7331426050741916,NED,NULL,NULL,NULL,NULL,48.0
ZTF21acqzwji,SDSS J115554.54+300255.0,178.977246475707,30.0486275765064,1.583525875361951,SDSSDR16,False,0.106405,0.033833,photoz,49.0
ZTF21acqzuka,WISEA J111422.43+282206.7,168.59346,28.36858,1.2397705898821685,NED,True,0.061916,NULL,SPEC,50.0
ZTF21acqztqy,SDSS J105159.06+434445.3,162.99610058059,43.7459207590376,0.6992960467218804,SDSSDR16,False,0.183954,0.025512,photoz,51.0
ZTF21acqztja,SDSS J105023.88+370434.4,162.599501307498,37.0762231817675,0.9223886326470228,SDSSDR16,False,0.178338,0.077761,photoz,52.0
ZTF21acqzswh,SDSS J112445.17+490042.2,171.18820367176,49.0117333767769,3.225192430513544,SDSSDR16,False,0.07562,0.026762,photoz,53.0
ZTF21acqzsml,UGC 06097,165.344,29.78961,0.923430823130272,NED,True,0.033485,NULL,SPEC,54.0
ZTF21acqzsgl,SDSS J110154.77+255006.0,165.478226367008,25.8350125653922,2.706276647334179,SDSSDR16,False,0.212217,0.036437,photoz,55.0
ZTF21acqzpwf,SDSS J094725.86+104504.0,146.85773333391,10.7511255527244,0.2445041215303087,SDSSDR16,False,0.152022,0.018719,photoz,56.0
ZTF21acqznwj,SDSS J092907.76+192035.8,142.28231972797,19.3432801659333,1.1444914243199538,SDSSDR16,False,0.088269,0.036147,photoz,57.0
ZTF21acqzmdt,WISEA J095723.27-173624.4,149.34697,-17.60679,3.759578322297669,NED,NULL,NULL,NULL,NULL,58.0
ZTF21acqzmaz,WISEA J095718.77-132846.3,149.32822,-13.47945,1.2686494106753283,NED,NULL,NULL,NULL,NULL,59.0
ZTF21acqzlvr,SDSS J102307.08+205841.3,155.779516725376,20.9781390789955,0.1230142766568044,SDSSDR16,False,0.195567,0.073294,photoz,60.0
ZTF21acqzlvn,SDSS J102212.73+213035.9,155.553033708255,21.5099857232605,2.394087490243212,SDSSDR16,False,0.115576,0.041378,photoz,61.0
ZTF21acqzlhb,SDSS J101513.30+030246.4,153.805416011031,3.04622579934934,0.0430031579636766,SDSSDR16,False,0.179332,0.020836,photoz,62.0
ZTF21acqzlee,SDSS J101645.39+051147.9,154.189122888624,5.19666477391792,0.9607759585782084,SDSSDR16,False,0.250204,0.102546,photoz,63.0
ZTF21acqzkwu,WISEA J102943.40-044958.3,157.43084,-4.83307,3.0033451342072977,NED,NULL,NULL,NULL,NULL,64.0
ZTF21acqzkod,GALEXASC J101344.12+000456.3,153.43388,0.08261,2.474184003991833,NED,True,0.1135,NULL,NULL,65.0
ZTF21acqgsri,2MASX J10221259+1751345,155.5525,17.85964,8.049455882534337,NED,True,0.02625,NULL,SPEC,66.0
ZTF21acqgbjs,WISEA J110230.55+413816.7,165.62728,41.63789,1.8713952193363943,NED,NULL,NULL,NULL,NULL,67.0
ZTF21acposgl,2MASX J14093181+5515534,212.38267,55.26478,6.985386335063256,NED,True,0.042172,NULL,SPEC,68.0
ZTF21acdowon,WISEA J141046.04+390044.9,212.69188,39.01247,0.029397953523558,NED,True,0.078281,NULL,SPEC,69.0
ZTF18abhgwka,WISEA J130134.71+654433.6,195.39455,65.74267,0.3930740922058007,NED,True,0.083096,NULL,SPEC,70.0
ZTF18aaqpthu,IC 3216,185.54923,25.28668,0.7786477021537381,NED,True,0.068799,NULL,SPEC,71.0
ZTF18aajjkkd,WISEA J115929.66+575130.2,179.87349,57.85835,0.6122780714937949,NED,True,0.055736,NULL,SPEC,72.0
ZTF18aajietg,WISEA J102237.02+210627.8,155.6543,21.10772,0.269778415408676,NED,True,0.1158,NULL,SPEC,73.0
ZTF18aajfnyc,WISEA J110136.82+375715.7,165.40342,37.95434,0.6171063519039608,NED,True,0.028939,NULL,SPEC,74.0
