oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF22aalgjcm,WISEA J014809.52+441602.8,27.04008,44.26683,10.052150529279686,NED,False,0.067148,NULL,PHOT,
ZTF22aalghzg,SDSS J002332.01+330449.3,5.88337189566562,33.0803766720127,1.5270450931620076,SDSSDR16,False,0.05311,0.019611,photoz,
ZTF22aalgews,WISEA J213716.50-072602.9,324.31893,-7.43399,2.4301865934768085,NED,NULL,NULL,NULL,NULL,
ZTF22aalfqnq,WISEA J204636.48+584329.7,311.65201,58.72492,0.4615323940758993,NED,NULL,NULL,NULL,NULL,
ZTF22aalfmni,SDSS J212913.14+084828.8,322.304732146743,8.80802292875483,0.8818444606269261,SDSSDR16,False,0.182646,0.052924,photoz,
ZTF22aalfhfr,WISEA J192858.89-203858.2,292.24529,-20.6495,7.841986086100194,NED,True,0.040154,NULL,,
ZTF22aaldzhm,WISEA J162755.85-025640.0,246.98275,-2.94447,1.4566665308954352,NED,NULL,NULL,NULL,NULL,
ZTF22aaldtiw,WISEA J150051.12+245623.5,225.21302,24.93992,0.45105153659225095,NED,True,0.158773,NULL,SPEC,
ZTF22aaldswe,WISEA J145336.32+204357.6,223.40132,20.73266,3.3340058115952815,NED,True,0.116247,NULL,SPEC,
ZTF22aaldjfy,SDSS J130241.22+454315.6,195.671770748821,45.7210088419385,1.382131886294319,SDSSDR16,False,0.197888,0.036724,photoz,
ZTF22aaldixp,WISEA J131534.46+385610.8,198.89351,38.9363,1.7916153575573446,NED,NULL,NULL,NULL,NULL,
ZTF22aalcvdn,WISEA J151511.31-060209.2,228.79728,-6.03586,2.932058867759681,NED,NULL,NULL,NULL,NULL,0.0
ZTF22aalcfxa,2MASX J13173975+0509221,199.41581,5.15605,3.9020569596305648,NED,True,0.059932,NULL,SPEC,1.0
ZTF22aalcexr,WISEA J131442.02+012249.6,198.67515,1.38051,2.3026618230636906,NED,True,0.05703,NULL,SPEC,2.0
ZTF22aalbuig,LCRS B124903.1-114304,192.91612,-11.98939,3.583651840585369,NED,True,0.04872,NULL,NULL,3.0
ZTF22aalbkcx,WISEA J103510.12-042435.3,158.79181,-4.4101,4.059606353587555,NED,NULL,NULL,NULL,NULL,4.0
ZTF22aalbfvk,SDSS J120947.88+334612.5,182.449485705323,33.770143335095,1.2516427360954363,SDSSDR16,False,0.284897,0.073094,photoz,5.0
ZTF22aalbblv,WISEA J130344.07-025143.9,195.93362,-2.86226,2.525117208621034,NED,True,0.0824,NULL,NULL,6.0
ZTF22aalayic,WISEA J112055.40+211953.6,170.23071,21.33147,2.2122761182180386,NED,True,0.102234,NULL,SPEC,7.0
ZTF22aalayay,SDSS J112819.17+231000.1,172.079867580296,23.1667193387083,1.6180845890493871,SDSSDR16,False,0.101735,0.03786,photoz,8.0
ZTF22aalawdn,SDSS J103908.02+032231.3,159.783428638322,3.37537017754372,0.1372662795387548,SDSSDR16,False,0.233389,0.065361,photoz,9.0
ZTF22aalawav,SDSS J104409.41+025515.6,161.03924,2.92103,0.9076973374260234,NED,NULL,NULL,NULL,NULL,10.0
ZTF22aalauvg,SDSS J111230.16-031522.3,168.125657335524,-3.2562181947838,0.2013809988514086,SDSSDR16,False,0.147216,0.027356,photoz,11.0
ZTF22aalausi,WISEA J111738.87-151741.4,169.41196,-15.29475,0.7210986001845554,NED,NULL,NULL,NULL,NULL,12.0
ZTF22aakrozq,SDSS J150837.96+350139.1,227.158172993111,35.0275308590955,8.237569979687446,SDSSDR16,True,0.05370386,8.045771e-06,specz,13.0
ZTF22aakrimd,SDSS J145120.44+353846.2,222.835181026627,35.6461662341896,2.294225676769836,SDSSDR16,False,0.08077,0.033053,photoz,14.0
ZTF22aakrhpx,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0
ZTF22aakqxyw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.0
ZTF22aakqvzc,SDSS J151048.83+273902.0,227.703459536165,27.6505692784976,1.4836457127503957,SDSSDR16,False,0.067101,0.016156,photoz,17.0
ZTF22aakquvw,2MFGC 11356,210.50813,-16.54083,4.209513624408634,NED,True,0.031465,NULL,NULL,18.0
ZTF22aakqiri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0
ZTF22aakqdyx,WISEA J124853.22+263935.0,192.2217,26.65972,1.430746953455294,NED,True,0.044752,NULL,SPEC,20.0
ZTF22aakpzjp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.0
ZTF22aakpyqw,NGC 5366,209.10358,-0.24756,10.00258531158624,NED,True,0.029687,NULL,NULL,22.0
ZTF22aakpxsb,SDSS J135510.26-045849.7,208.792763602209,-4.98048690292716,1.289615371092146,SDSSDR16,False,0.143915,0.040636,photoz,23.0
ZTF22aakpxrp,WISEA J135229.39+291658.7,208.12252,29.28327,1.7143911324204053,NED,True,0.142271,NULL,SPEC,24.0
ZTF22aakpxni,WISEA J133541.54+000244.3,203.92315,0.04559,3.373145629846802,NED,True,0.121185,NULL,NULL,25.0
ZTF22aakpkgb,SDSS J215836.19+293319.6,329.650801671015,29.5554555462209,3.486927762951005,SDSSDR16,False,0.099762,0.029343,photoz,26.0
ZTF22aakovgl,SDSS J220823.39+250720.2,332.097476845181,25.1222832344004,1.8212279068988853,SDSSDR16,False,0.147571,0.029927,photoz,27.0
ZTF22aakkill,SDSS J121218.54+690713.0,183.077245092936,69.1202881494147,0.8963000882917732,SDSSDR16,False,0.126452,0.018666,photoz,28.0
