oid,host_id,z
ZTF20aahfqpm,LEDA 2832023,0.03105
ZTF20aagyuvy,2MASS J01432376+1330331,0.044794
ZTF20aagzzbi,GALEXMSC J004226.86+442055.3,
ZTF20aagyzzd,SDSS J021916.91+162553.1,0.026
ZTF20aagzfyv,SDSS J013254.09+424938.7,0.106
ZTF20aagzkqi,SDSS J011622.13+293940.6,0.285
ZTF20aagzkoy,SDSS J005923.25+325411.6,
ZTF20aagzkni,SDSS J011040.65+343645.5,0.056
ZTF20aagzqsb,WISEA J024641.24+074516.1,
ZTF20aahbrfu,WISEA J064341.89+254837.8,
ZTF20aahbrbj,WISEA J064439.30+222545.6,
ZTF20aahbinh,SDSS J050717.08+602116.7,0.076
ZTF20aahaxjl,SDSS J073443.77+180232.5,0.054
ZTF20aahbamv,WISEA J084940.38+301115.5,0.045221
ZTF20aahbarr,SDSS J090629.14+412045.2,0.328
ZTF20aahbcdq,SDSS J094137.19+613009.7,0.217
ZTF20aahbcpc,SDSS J090315.79+403527.7,0.065
ZTF20aahbjvd,WISEA J062302.04+480230.2,
ZTF20aahcxdw,WISEA J082338.05+475627.2,0.053208
ZTF20aahdlkg,WISEA J084706.83+240032.4,0.110652
ZTF20aahdwze,WISEA J095416.92+514051.8,0.049046
ZTF20aahevxh,WISEA J093008.18+171947.2,0.073408
ZTF20aaheyvo,LEDA 1740003,
ZTF20aahfczn,WISEA J103808.27+675351.5,
ZTF20aahfobk,CGCG 292-067,0.03308
ZTF18aceflan,SDSS J103804.64+294025.2,0.171
ZTF20aahgejq,WISEA J111501.59+523019.9,0.04635
ZTF20aahgekn,SDSS J112213.08+481635.8,0.127
ZTF20aagmwlg,SDSS J121020.66+090019.6,0.120
ZTF20aaghnxd,SDSS J124710.36+293434.1,0.122
ZTF20aahgjad,SDSS J120215.16+470702.1,
ZTF20aagnepv,SDSS J134225.95+650700.6,0.170
ZTF20aafksys,WISEA J125821.98+334604.9,0.090808
ZTF20aahgsib,WISEA J104944.21+263249.0,0.095509
