oid,host_id,z
ZTF20abbpxut,SDSS J212936.92+180752.1,0.176
ZTF20abbpokd,WISEA J185113.50+490851.8,
ZTF20abbpkpa,WISEA J165623.70+264845.9,0.033063
ZTF20abbplpu,WISEA J175106.10+340001.3,
ZTF20abbplei,CGCG 169-041,0.031162
ZTF20abbilvk,WISEA J152618.05+592108.9,0.046464
ZTF20abbjaxk,WISEA J160512.29+523346.2,0.083691
ZTF20abbcgul,WISEA J131832.50+605439.8,0.063878
ZTF19aataqxj,WISEA J124221.23+385449.2,0.072105
ZTF20abblpth,WISEA J142211.54+342027.6,0.038587
ZTF20abblodi,WISEA J144529.33+270224.5,
ZTF20abblmtl,SDSS J121947.86+483216.8,0.195
ZTF20abbccsa,SDSS J132139.14+374200.1,0.102
ZTF20abbliaq,SDSS J143827.30+594735.2,0.195
ZTF20abblasn,WISEA J131851.26+094243.8,0.125211
ZTF20abbkzye,WISEA J135516.20+074214.6,0.101337
ZTF20abbkzkj,SDSS J135218.89+011258.5,0.170
ZTF20abbjwgc,KUG 1116+313,0.046672
ZTF20abblwqe,SDSS J155922.45+505234.6,0.209
