oid,host_id,z
ZTF21aanexqd,SDSS J170023.63+295242.2,
ZTF21aanehhx,WISEA J150401.67+075705.1,0.083939
ZTF21aamqkcv,WISEA J143847.54-000805.4,0.104769
ZTF18abffggs,WISEA J165839.01+561356.2,
ZTF21aanexlk,WISEA J193310.26+330553.0,
ZTF21aamzaiw,WISEA J040435.39+374558.2,
ZTF21aalxuoi,WISEA J132236.93+560843.8,0.067328
ZTF21aamzdct,SDSS J043754.85+812407.1,
ZTF21aalyxlz,SDSS J153045.95+500031.5,
ZTF21aamsiqk,SDSS J042253.36+363715.0,
ZTF21aaneeox,SDSS J152121.65+321913.6,
ZTF21aamgdlb,WISEA J144357.32+593106.1,0.043142
ZTF21aalyhal,WISEA J142919.44+002939.2,0.137863
ZTF21aamfbda,SDSS J143816.78+642248.4,
ZTF21aamgrxm,WISEA J160054.27+080521.9,0.040101
ZTF18aavdwmh,WISEA J180038.32+573859.9,
ZTF21aamxbem,SDSS J164052.37+301337.6,
ZTF21aanepau,WISEA J180358.52-002731.2,
