oid,host_id,z
ZTF20abgnodc,SDSS J163244.62+523925.0,0.088
ZTF18aawfslt,WISEA J162134.06+140344.2,0.128699
ZTF20abgnlmo,WISEA J153059.13-033953.2,
ZTF20abgmvas,2MASX J11461220+0805439,0.075663
ZTF20abasett,MRK 0344,0.024867
ZTF20abaserm,CGCG 479-021,0.059955
ZTF20abgtvkz,SDSS J000741.75+125437.2,0.073
ZTF20abgtran,WISEA J003608.66+254504.3,0.03317
ZTF20abgtxsn,SDSS J221243.14+083633.4,0.099
ZTF20abbauvp,WISEA J010609.47+561804.1,
ZTF20abgtwby,WISEA J004825.19+163459.5,0.078035
ZTF20abgtvhl,2MASX J00081890+0807157,0.01704
ZTF20abgrvgp,WISEA J172916.54+161759.8,
