oid,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24abvgqsp,0,2MASX J15122407+0741363,228.10034458333328,7.693518333333333,3.0712825170550477,0.5040810843675697,3.5112598923658345,Simbad,True,0.04499,9.999999747378752e-06,C
ZTF24abvgpxi,1,WISEA J133253.03-154458.2,203.22099,-15.7495,0.5864363631762515,0.4392748479904916,0.655084280415604,NED,False,NULL,NULL,NULL
ZTF24abvgptk,2,LEDA 1341984,231.43946958333328,8.219075277777778,12.086323740894333,0.9958456078250488,12.681287632319844,Simbad,True,0.06399,9.999999747378752e-06,C
ZTF24abvgprx,3,LEDA  184189,207.63608125,-18.75457388888889,5.394084775506755,0.3622314911777528,5.520133843096068,Simbad,True,0.03296,NULL,D
ZTF24abvgprj,4,SDSS J151206.35+084827.6,228.02645698131,8.80767754657722,0.7698271481891067,0.1895255509668019,0.9211948793639368,SDSSDR16,False,0.072948,0.056114,photoz
ZTF24abvgpqr,5,ESO 577-29,205.70665,-18.81933611111111,16.596380095180308,1.041654750835419,17.579258403250353,Simbad,True,2.7e-05,0.0001601110103004,D
ZTF24abvgnzs,6,SDSS J143914.82+125049.3,219.8117570833333,12.847046666666667,4.868237513657912,0.1684089503001576,4.94447914392739,Simbad,True,0.06341,9.999999747378752e-06,C
ZTF24abvgmnt,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24abvgjvd,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24abvgiuh,9,LEDA 1296955,197.46837,6.238403333333333,1.441894289669169,0.4285897039122299,1.860055403518711,Simbad,True,0.09361,9.999999747378752e-06,C
ZTF24abvgisg,10,SDSS J132020.40+062010.3,200.085007862605,6.33619323691514,8.402091918380416,0.7978499011923516,7.608110725569701,SDSSDR16,True,0.03986476,1.424783e-05,specz
ZTF24abvgiqb,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24abvgioq,12,2MASS J14053486+2447350,211.3952070833333,24.793031666666668,1.1788827521060918,0.2939400374997841,1.0748286224094508,Simbad,True,0.12987,1.9999999494757503e-05,C
ZTF24abvgiln,13,LEDA 2529473,211.5828408333333,56.21447555555556,2.075096690509191,0.1876492381869006,2.037887309161784,Simbad,True,0.0734,0.000159999995958,C
ZTF24abvggin,14,6dFGS gJ100817.5-232643,152.0725883333333,-23.445193888888888,3.842789571636923,0.2243895772396344,4.009059661541921,Simbad,True,0.05435,NULL,D
ZTF24abvgfin,15,SDSS J141307.94+313405.6,213.283099729136,31.5682216973684,4.517832294480808,0.8376503234003422,5.076621563943552,SDSSDR16,False,NULL,NULL,photoz
ZTF24abuvirg,16,SDSS J133136.61+201103.5,202.902537686614,20.1843117955697,2.1518172413941468,0.1731556681245528,2.308321559851072,SDSSDR16,False,0.120614,0.026898,photoz
ZTF24abuuzbr,17,SDSS J110731.62+445111.0,166.881759684804,44.8530765381411,2.631218206315615,0.790217627733153,1.8492417076816563,SDSSDR16,False,0.30889,0.062021,photoz
ZTF23aakthob,18,SDSS J152728.91+191514.3,231.870444001036,19.2539895428892,0.7781281304616169,0.2807699510871855,0.4993486119767888,SDSSDR16,True,0.1016097,1.025392e-05,specz
