oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aacxjms,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aacyqay,LEDA 1027859,133.68226124999998,-6.854062777777777,1.6963339209385395,Simbad,True,0.05429,NULL,D,0.0,0.3468269507522726,1.3550765516403622
ZTF23aacynai,SDSS J093630.25+273635.6,144.126041369402,27.6099136467327,2.443179245323257,SDSSDR16,False,0.105355,0.031013,photoz,1.0,0.2824832265152361,2.7069995622440803
ZTF23aacymee,2MASX J09303760+0838385,142.65679166666663,8.644108333333334,3.9235340023867966,Simbad,True,0.07909,9.999999747378752e-06,C,2.0,0.3692681110019997,3.6547156801901504
ZTF23aacykai,2MASX J07500033-1451582,117.501275,-14.866264166666666,6.621664454765838,Simbad,True,0.03653,NULL,C,3.0,0.3462421253927771,6.570852459284367
ZTF23aacyexp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.0,NULL,NULL
ZTF23aacyeaq,SDSS J073544.10+194420.1,113.933756999268,19.7389405593901,5.472341751236399,SDSSDR16,False,0.053232,0.008373,photoz,5.0,0.5878403262956704,4.996106155922623
ZTF23aacydwa,CGCG 031-018,120.11662,7.81581,6.909580305732625,NED,True,0.013613,NULL,NULL,6.0,0.3582526631480715,7.178652466753869
ZTF23aacydll,SDSS J081310.72+203424.6,123.294652067492,20.5735240325825,1.5597063649936254,SDSSDR16,False,0.0554,0.02545,photoz,7.0,0.5917062058542464,2.097074409714068
ZTF23aacxyhr,SDSS J081940.49+232452.1,124.918725667626,23.4144807578104,0.776866871845293,SDSSDR16,False,0.156407,0.02958,photoz,8.0,0.2882291774920887,0.8610862197582063
ZTF23aacxvwm,WISEA J064219.19+255938.8,100.58008,25.99417,5.589947384000062,NED,False,NULL,NULL,NULL,9.0,0.3389592915693518,5.806367468536294
ZTF23aacxubz,WISEA J061316.24+615121.1,93.3177,61.85588,1.067324199414414,NED,False,NULL,NULL,NULL,10.0,1.0006284046753942,0.0790619430963755
ZTF23aacxubh,WISEA J061559.92+601449.2,93.99997,60.24726,4.74237276891598,NED,False,NULL,NULL,NULL,11.0,1.3670984015966827,3.3759646369196923
ZTF23aacxtfx,2MASX J03085122+2713013,47.21336708333333,27.216963888888888,4.753899042515864,Simbad,True,0.036642,3.6692106527192185e-05,D,12.0,0.1240542063171068,4.647899749826702
ZTF23aacxofz,SDSS J071640.72+132610.4,109.169663024479,13.4362218694534,3.014543286666488,SDSSDR16,False,0.073228,0.015477,photoz,13.0,1.393914075052472,1.8176631524636024
ZTF23aacxicb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,NULL,NULL
ZTF23aacxhwu,CGCG 463-006 NED02,41.36208,18.1375,3.755062167401743,NED,True,0.032949,NULL,NULL,16.0,1.0207565698719396,3.830607688357877
ZTF23aacxhvg,WISEA J030616.77+212134.7,46.56989,21.35966,1.4998640309897138,NED,False,NULL,NULL,NULL,17.0,0.402998254341586,1.6471958401546845
ZTF23aacxhko,SDSS J033907.70+050905.7,54.7820988732711,5.15158519547454,8.365223194483876,SDSSDR16,False,0.046379,0.014838,photoz,18.0,0.2928859369052967,8.433360067766623
