oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aaecjpe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aaecgwh,WISEA J160037.32+194253.7,240.15539,19.71478,1.3077088592476505,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aadqkkk,SDSS J161005.67-025058.7,242.523641670786,-2.84964024326993,2.930615955802623,SDSSDR16,False,0.127038,0.038289,photoz,NULL,NULL,NULL
ZTF23aaecgry,SDSS J160526.89+200539.3,241.362024776589,20.0942507442992,7.553497113065575,SDSSDR16,True,0.04092075,9.281537e-06,specz,2.0,0.4075865385105817,7.841217403451895
ZTF23aaecfnp,SDSS J144020.33+415700.6,220.084701841096,41.9501690128688,0.8602079117786624,SDSSDR16,False,0.157207,0.04221,photoz,3.0,0.5798620464774844,0.5450012377001482
ZTF23aaecfgk,SDSS J155352.04+485023.2,238.466851352532,48.8397824506483,2.522824777298569,SDSSDR16,False,0.159617,0.019505,photoz,4.0,0.3301380016877078,2.2058598639361366
ZTF23aaeceyt,SDSS J150733.04+335939.3,226.887670391794,33.9942762911049,0.9807866283132036,SDSSDR16,False,0.075389,0.0846,photoz,5.0,0.3568264071634282,0.7475828506477542
ZTF23aaecevp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.0,NULL,NULL
ZTF23aaebuyg,2MASX J15425450-1339153,235.72709416666663,-13.654410277777778,3.3764842700513475,Simbad,True,0.09666,NULL,D,7.0,0.5090344475307327,2.9223968533244684
ZTF23aaeaxgr,2MASX J14501843-1231163,222.57686541666664,-12.52119388888889,2.432895191837129,Simbad,True,0.06906,NULL,D,8.0,0.260530039514503,2.647730112972661
ZTF23aaeavyr,SDSS J141418.76+244545.6,213.5781875,24.762686111111112,1.7924604796878425,Simbad,True,0.09929,9.999999747378752e-06,C,9.0,0.3199980342860267,1.8405964606148064
ZTF23aaeavxp,SDSS J151512.87+010236.8,228.803624966476,1.0435542359206,2.962137710941709,SDSSDR16,False,0.072379,0.018356,photoz,10.0,0.7640933036554974,2.938831919363582
ZTF23aaeavxd,SDSS J145018.58+131717.9,222.577412013921,13.2883081241281,5.43527903261001,SDSSDR16,True,0.1430756,7.991766e-06,specz,11.0,0.10687083001539,5.447073046358214
ZTF23aaeavsh,SDSS J150514.53+203454.8,226.31052722005,20.5818917291734,0.412695525284652,SDSSDR16,False,0.074573,0.028718,photoz,12.0,0.4044708812947445,0.0523586657702207
ZTF23aaeauii,SDSS J132433.39+163240.5,201.139144027248,16.5446064579495,6.343851992599272,SDSSDR16,True,0.08224391,6.720141e-06,specz,13.0,0.4369207279971271,6.319299576541783
ZTF23aaduxhx,SDSS J183311.07+404214.9,278.296111089626,40.7041627868419,2.1914154848236773,SDSSDR16,False,0.075698,0.017971,photoz,14.0,0.3980315643524986,1.8862568808083573
ZTF23aaduuov,2MASX J14360317+2230186,219.013175,22.50518611111111,3.888172739305497,Simbad,True,0.03792,9.999999747378752e-06,C,15.0,0.2203320350286083,3.688885965435843
ZTF23aadudtr,SDSS J142807.53+070419.7,217.031380973232,7.07216161124346,6.798044508037412,SDSSDR16,True,0.05220989,9.596359e-06,specz,16.0,0.4173833249148021,6.827375475329733
ZTF23aadudbc,SDSS J144353.28+015445.9,220.972018977879,1.91275413913468,3.30465982649961,SDSSDR16,True,0.07789249,6.857451e-06,specz,17.0,0.7480531951331686,3.465489489005445
ZTF23aadslye,2MASX J18394900+4917472,279.95433,49.29658,3.792091219041336,NED,False,NULL,NULL,NULL,18.0,0.2854185966802441,3.836464457559072
ZTF23aadskqz,SDSS J154153.50+525319.6,235.472929696782,52.8887999212633,1.161711797993799,SDSSDR16,False,0.081846,0.031122,photoz,19.0,0.5139335196698736,1.1012194113849625
ZTF23aadrwem,SDSS J152804.21+612745.9,232.01753571774,61.4627562900984,0.348688452371605,SDSSDR16,False,0.205504,0.032785,photoz,20.0,0.3996352233469247,0.6523837842409347
ZTF23aadrume,UGC  4967,140.82040833333332,72.06364444444444,0.090164525196534,Simbad,True,0.01211,NULL,D,21.0,0.3075101800587322,0.2893972391058994
ZTF23aadrudf,MCG+08-24-104,199.62501041666667,47.19299472222222,4.381087361482951,Simbad,True,0.05817,9.999999747378752e-06,C,22.0,0.2548193950649786,4.155480585363208
ZTF23aadrtwh,SDSS J135301.47+322302.3,208.256106894858,32.3839883692745,0.280724096422858,SDSSDR16,False,0.092064,0.023116,photoz,23.0,0.5747876434304383,0.3829073662191878
ZTF23aadrsxj,2MASXI J1253041-152556,193.26745625,-15.432474166666664,8.007518583463826,Simbad,True,0.04414,NULL,C,24.0,0.3399119916170834,8.010525436730875
ZTF18aawxxyy,2MASX J12362813+5101206,189.1169908333333,51.022599166666666,2.101186934958576,Simbad,True,0.088,9.999999747378752e-06,C,26.0,0.4515136615111839,2.363751012893209
ZTF18aawibig,SDSS J150140.82+454148.3,225.420084750958,45.6967580785162,1.9893379312684547,SDSSDR16,True,0.09978145,2.351621e-05,specz,27.0,0.4040633384562997,1.7532658001227863
ZTF18aaszxzj,SDSS J153757.62+441801.8,234.4900875,44.30050555555555,2.028018509795018,Simbad,True,0.14698,2.999999924213625e-05,C,28.0,0.3691447405790969,2.338743287680413
