oid,host_id,z
ZTF20accxcrd,KUG 0410+132B,0.00518
ZTF20accseua,KUG 0209-118,0.049491
ZTF20accsfkt,SDSS J015559.75-022043.6,0.080
ZTF20accwzbf,WISEA J060538.29-175223.2,
ZTF20accrkpa,SDSS J005524.20+244808.4,0.071
ZTF20accxafq,WISEA J050945.32+052148.5,
ZTF20accxzjg,WISEA J055228.81+432624.0,
ZTF20accsesc,SDSS J021512.76-122746.0,0.102
ZTF20accspvo,2MASX J01452038-0422596,0.042867
ZTF20accsexy,SDSS J021138.27-081203.1,0.164
ZTF18abqbxfu,SDSS J000135.60+143933.7,0.098
ZTF20acchnlu,WISEA J045240.09+054604.0,
ZTF20accimyw,WISEA J041953.61+353029.9,
ZTF20accrywg,WISEA J010939.01+005950.3,0.09289
ZTF20accfhsj,WISEA J004423.78+211422.0,0.159475
ZTF20acbdqzj,SDSS J222635.53+155103.4,0.181
ZTF20acctbbw,WISEA J021840.75+504712.5,
ZTF20accygpw,WISEA J050620.62+075433.4,
ZTF20acchjyg,SDSS J002804.81+245200.5,0.298
ZTF20acbpabr,WISEA J225528.35-180114.7,
ZTF20accqbwb,WISEA J193717.81+664045.9,
ZTF20accnxlw,WISEA J190121.95+281702.9,
ZTF20accoljr,WISEA J215839.40-143635.4,
ZTF20accozfu,WISEA J230041.00-120701.3,
ZTF20acbovrt,SDSS J235927.40+175153.7,0.046
ZTF20acbcfhk,WISEA J221502.17+002754.5,0.056976
ZTF20accsfgz,WISEA J031457.08-125559.4,
ZTF20acbaevk,WISEA J202857.05-021544.4,
ZTF20acbeyjm,SDSS J021314.15-071947.6,0.078
