oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF22aadpquk,SDSS J105902.04+524130.0,164.758489172517,52.6916880911104,0.22888211658431473,SDSSDR16,False,0.757149,0.216842,photoz
ZTF22aadnjsh,MCG +11-11-010,127.36392,63.25981,8.487937628538768,NED,False,0.0346,NULL,PHOT
ZTF22aadncgu,WISEA J104301.71-110256.5,160.75714,-11.04899,0.8139203991051618,NED,NULL,NULL,NULL,NULL
ZTF22aadmzyu,SDSS J104400.83+152005.6,161.003444218125,15.3348930507608,0.38238454246772186,SDSSDR16,False,0.524389,0.071644,photoz
ZTF22aadmyjb,WISEA J102808.98-083431.7,157.03772,-8.57521,11.07791412123215,NED,NULL,NULL,NULL,NULL
ZTF22aadmxkc,WISEA J103347.65-144729.5,158.44856,-14.79153,0.9676045415739144,NED,NULL,NULL,NULL,NULL
ZTF22aadmwqy,WISEA J092733.77+501751.0,141.89075,50.29751,0.8994642333685843,NED,True,0.103749,NULL,SPEC
ZTF22aadmwom,SDSS J095854.94+411619.2,149.728927104135,41.2720172862039,0.8951731605375572,SDSSDR16,False,0.235404,0.147981,photoz
ZTF22aadmwlo,SDSS J114257.14+552052.7,175.738066744447,55.3479885606293,1.8499640703699989,SDSSDR16,False,0.195659,0.040368,photoz
ZTF22aadmwiw,SDSS J103408.21+383154.2,158.534202382332,38.5317442593337,0.9803269119769814,SDSSDR16,False,0.133761,0.033723,photoz
ZTF22aadmvlg,SDSS J103020.73+413447.1,157.586363204933,41.5797564053551,3.5820926843254015,SDSSDR16,False,0.207441,0.042138,photoz
ZTF22aadmvir,SDSS J095042.67+365908.7,147.677810426536,36.9857593725554,0.4356738467953367,SDSSDR16,False,0.378755,0.111414,photoz
ZTF22aadmvge,SDSS J104707.36+400738.7,161.780670076721,40.1274217839318,0.22464652983908112,SDSSDR16,False,0.596182,0.203128,photoz
ZTF22aadmuuv,SDSS J094702.64+440433.4,146.761004753811,44.0759655028587,3.0203259550057653,SDSSDR16,False,0.190481,0.028414,photoz
ZTF22aadmuld,SDSS J095434.67+374332.7,148.64447383777,37.7257651144612,2.0588230314539717,SDSSDR16,False,0.279863,0.051238,photoz
ZTF22aadmthx,SDSS J095432.84+354607.9,148.636814605002,35.7688778071765,9.33596224866496,SDSSDR16,True,0.1622255,3.513734e-05,specz
ZTF22aadmsls,SDSS J093612.36+345005.1,144.051504802636,34.834774090499,0.615986030675324,SDSSDR16,False,0.139192,0.048104,photoz
ZTF22aadmrew,WISEA J101429.95+362807.0,153.6248,36.46863,3.9247681184638195,NED,True,0.098501,NULL,SPEC
ZTF22aadmqjh,SDSS J102636.74+350718.7,156.653093816342,35.1218600898204,6.9657343306438495,SDSSDR16,False,0.243943,0.024517,photoz
ZTF22aadmpdy,SDSS J100956.75+270337.6,152.486458706791,27.060448150352,0.60595121420359,SDSSDR16,False,0.174443,0.025754,photoz
ZTF22aadmozu,SDSS J100257.96+292026.4,150.741496167533,29.3406844097993,1.2994794187480068,SDSSDR16,False,0.108373,0.033455,photoz
ZTF22aadmoml,SDSS J101404.61+172729.9,153.519190743236,17.4583184197646,0.8004497473485491,SDSSDR16,False,0.158321,0.045481,photoz
ZTF22aadmmpe,SDSS J095329.18+195911.3,148.37157419748,19.9864724674195,1.2265533094554262,SDSSDR16,False,0.157964,0.121378,photoz
ZTF22aadmlik,2MFGC 07588,146.92233,-11.03508,9.247071345787006,NED,True,0.06761,NULL,
ZTF22aadmkmq,SDSS J111554.33+200301.9,168.97636868929,20.0505445193931,0.7287649924265457,SDSSDR16,False,0.238399,0.042819,photoz
ZTF22aadmiib,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22aadmgan,IC 0651,162.74339,-2.15037,9.608737819255303,NED,True,0.015002,NULL,
