oid,host_id,z
ZTF20aanvyei,WISEA J041246.22-252821.2,
ZTF20aancncs,SDSS J075730.84+291740.6,0.127
ZTF20aanzlwj,SDSS J092758.05-014859.8,0.067
ZTF20aanzlfs,WISEA J092609.93-264128.8,
ZTF20aaobytx,WISEA J104845.61-000030.6,0.167115
ZTF20aaocklb,SDSS J110551.53-183715.6,0.079
ZTF20aaocvof,WISEA J115033.33-020151.6,0.136396
ZTF20aaocswt,LCRS B114819.1-023137,0.091406
ZTF20aaodhzr,SDSS J141904.39-215330.1,0.105
ZTF20aaodiau,WISEA J141912.30-192859.1,0.0889
ZTF20aaodhok,ESO 579- G 004,0.050248
ZTF20aaocfdm,WISEA J122251.46-143430.4,
ZTF20aansolu,SDSS J121953.98+162248.6,0.449
