oid,host_id,z
ZTF19acgelic,SDSS J171853.21+382252.3,0.155
ZTF19acgeldw,WISEA J173248.18+403954.0,
ZTF19acgemts,WISEA J192917.83+485615.1,
ZTF19acgeoxt,SDSS J005011.78+272254.1,0.137
ZTF19acgfdfk,SDSS J000314.79+322508.7,0.145
ZTF19acgfdlb,UGC 12851,0.044
ZTF19accqfon,WISEA J010312.71+384313.8,
ZTF19acgfsjs,SDSS J212925.85-010731.8,0.183
ZTF19acftude,SDSS J221957.83+253745.0,0.044
ZTF19acezdxx,WISEA J090400.78+502551.5,0.035764
ZTF19acgjnfz,MCG +12-11-027,
ZTF19acgjnie,[RGD2013] J114302.498+673218.263,0.1155
ZTF19acgjnjm,SDSS J121133.68+685951.8,0.097
ZTF19acgjnis,SDSS J122605.30+680107.8,0.033
ZTF19acgjnig,WISEA J122519.74+614506.6,0.105829
ZTF19acgjnjx,WISEA J120125.13+442212.6,0.053373
ZTF19acfrntd,SDSS J114627.64+341640.9,0.107
ZTF19acdkzzo,SDSS J105346.22+264440.7,0.116
ZTF19acdlafk,UGC 06218,0.036773
ZTF19acdlami,WISEA J111729.02+284643.9,0.046092
ZTF19acgjnrd,SDSS J103057.28+353112.7,0.179
ZTF19acgjosf,2MASX J10283567+0812057,0.070481
ZTF19acdkzxk,CGCG 065-048,0.033246
ZTF19aceclwm,NGC 3042,0.012862
ZTF19acekkts,WISEA J094842.55-084403.9,0.047776
ZTF19acgjspz,WISEA J094124.86+775931.6,
ZTF19acgjsui,WISEA J094243.63+652411.0,0.070897
