oid,host_id,z
ZTF20acaiuax,SDSS J003347.54+004426.2,0.418
ZTF20acarerj,WISEA J021245.81+072926.5,0.180979
ZTF20abzvuhj,SDSS J222030.93+103428.1,0.092
ZTF20acadflk,ESO 605- G 016,0.026375
ZTF20acajuzb,SDSS J000611.78+110718.4,0.086
ZTF20acaiofz,SDSS J233653.16+060349.7,0.071
ZTF20acartoj,WISEA J022041.10+860516.3,
ZTF20acawviu,SDSS J023119.97+055946.4,0.109
ZTF20aafqxxd,CGCG 441-001,0.024567
ZTF20acaehey,SDSS J224551.02+153437.9,0.426
ZTF20acajekq,WISEA J003804.48-174509.7,
ZTF20acaeqmk,WISEA J225357.92-262233.1,0.08
ZTF20acaxkvw,SDSS J024626.16+330042.9,0.133
ZTF20abzbmnm,WISEA J215920.79+011504.4,0.108355
ZTF19abwvcut,SDSS J030518.42+013419.9,0.133
ZTF20acarfre,SDSS J023848.62+293058.9,0.196
ZTF20abzvkml,WISEA J174631.52+344709.3,
ZTF20abzvdcn,2MASS J17271678+3941554,
ZTF20acauthg,WISEA J030857.74+151022.6,
ZTF20acazemu,WISEA J050346.64+730236.1,
