oid,host_id,z
ZTF20aajxjiq,UGC 11089,0.031122
ZTF20aajwfrs,WISEA J161035.25+051916.8,0.13706
ZTF20aajvzqz,SDSS J173000.69+254900.4,0.072
ZTF20aajvyja,WISEA J175751.08+334754.1,
ZTF20aajvymm,WISEA J173930.41+360341.2,
ZTF20aajvwfh,WISEA J165741.23+585610.6,
ZTF20aajwulg,2MASX J14265618+6111413,0.11286
ZTF20aajwapc,SDSS J173800.64+254557.2,0.138
ZTF20aajvnji,GALEXASC J141139.44-034211.7,
ZTF20aajevkc,WISEA J010610.34-155207.8,
ZTF20aajewhy,SDSS J225233.10+160703.6,0.079
ZTF20aajewtz,SDSS J230557.16+162820.9,0.062
ZTF20aajfzfy,WISEA J050259.68+053250.1,
ZTF20aajhnan,WISEA J043926.12-235931.3,
ZTF20aajiehy,WISEA J070456.55+334008.9,
ZTF18acvtagg,WISEA J065933.28+284550.1,
ZTF20aajkdln,WISEA J082414.63+391635.8,0.056533
ZTF20aahjlxg,SDSS J082609.09+470555.4,0.127
ZTF20aahakxr,WISEA J054917.81+800529.8,
ZTF20aaiogss,MCG +09-15-062,0.085906
ZTF20aajnrvq,WISEA J084235.46+353516.3,0.074672
ZTF20aajpmrz,SDSS J104948.31+411521.8,0.373
