oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF22acavemi,SDSS J162049.59-002208.7,245.206609792515,-0.36908608857181,2.388073586076847,0.35051292760792235,2.077699386599354,SDSSDR16,True,0.04945239,8.579344e-06,specz
ZTF22acaupga,LEDA 2312572,242.56051791666664,48.205984722222226,4.092893770152203,0.6124903989555232,4.215801455449773,Simbad,True,0.1076,1.9999999494757503e-05,C
ZTF22acauoca,SDSS J162258.57+435650.2,245.744026510431,43.9472896194958,1.9600719350409375,0.29883963012402887,1.6620032454135756,SDSSDR16,True,0.08238502,1.994171e-05,specz
ZTF22acaunvv,UGC 10407,247.11673,41.2187,12.346050254215548,1.15891547888268,11.229076150718841,NED,True,0.028173,NULL,
ZTF22acaunvs,SDSS J153538.65+282112.9,233.911047107323,28.3536040480924,0.8681116920053291,0.32620591633662593,0.670086068877489,SDSSDR16,False,0.156152,0.042663,photoz
ZTF22acaunuu,SDSS J161644.92+380030.2,244.187165226557,38.0084054839728,0.9839734734806295,0.6253936740982454,0.3947195700429104,SDSSDR16,False,0.131628,0.028644,photoz
ZTF22acaumrm,WISEA J123628.83-035013.5,189.12008,-3.83708,1.4689986865454177,0.30355040316766135,1.5207113519436235,NED,True,0.0618,NULL,
ZTF22acaumnq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22acauizm,SDSS J124212.59-055103.8,190.552450911258,-5.85106217651392,2.226001043597842,0.253389109041414,2.47909444596156,SDSSDR16,False,0.129356,0.041435,photoz
ZTF22acaufzf,SDSS J113654.57+200447.5,174.227395305555,20.0798759030033,2.0183243730026454,0.8023831467486248,2.309161498850036,SDSSDR16,False,0.486326,0.055532,photoz
ZTF22acaudxk,WISEA J110040.30-172100.4,165.16793,-17.35013,1.3833148759942773,0.7771895242112742,0.734073876522452,NED,False,NULL,NULL,NULL
ZTF22acaucqb,WISEA J103846.49-173343.4,159.69424,-17.56177,1.1656736714952447,2.091728195084332,0.9968310165233522,NED,False,NULL,NULL,NULL
ZTF22acaqxkr,MCG+02-18-004,104.65456791666665,12.666942222222222,8.482116780490122,0.5565354842070153,8.03280719242339,Simbad,True,0.027349,3.6692106527192185e-05,D
ZTF22acandlu,SDSS J043727.07+811459.3,69.3627934539209,81.2498193950267,1.469764320676768,0.2428854486294688,1.2393599089213878,SDSSDR16,False,0.091995,0.022222,photoz
ZTF22acancjn,MCG+10-12-082,122.52941624999997,57.836823888888894,6.996109234227594,0.44126297224122424,7.3636317139590215,Simbad,True,0.025851,0.00021300000662449747,D
ZTF22acamuer,SDSS J033357.14+044903.7,53.4880778978306,4.81770249985277,0.3321581346393438,0.3625217356079194,0.07892649137571443,SDSSDR16,False,0.539601,0.097089,photoz
ZTF22acamrdl,APMUKS(BJ) B024146.16-182023.1,41.02312,-18.12875,1.1693399635077875,1.1858196775530814,0.5661064336312496,NED,False,NULL,NULL,NULL
ZTF22acaiprw,SDSS J163747.56+092058.2,249.44817445687,9.34951310324096,2.0479623659035013,0.4372181259139235,2.4150594846732,SDSSDR16,False,0.108866,0.024742,photoz
ZTF22acainye,SDSS J161349.50+223722.2,243.456261015964,22.6228347187255,6.30401276041514,0.1105101859037438,6.4069180364979745,SDSSDR16,False,0.073106,0.033237,photoz
ZTF22acaasdf,SDSS J214804.92+282917.1,327.02049750929,28.4881025578864,0.64916795722279,0.1772890447683872,0.8239308729607456,SDSSDR16,False,0.279461,0.120298,photoz
ZTF22acaabgx,SDSS J132828.10+115951.1,202.117087179766,11.997550649964,10.914983042210597,0.32159945254116007,11.093829277757324,SDSSDR16,True,0.04588269,9.543965e-06,specz
ZTF22abzztdw,WISEA J101057.74-080819.6,152.74108,-8.13894,1.7767556899529364,0.7060640228210654,2.299686127575299,NED,False,0.052641,NULL,PHOT
ZTF22abzznmi,SDSS J092201.48+305426.3,140.50618333333333,30.907313888888886,1.7656283417916556,0.4299577667967923,1.9556717550908218,Simbad,True,0.10017,7.999999797903001e-05,C
ZTF22abzlfay,WISEA J122630.54-094132.2,186.62726,-9.69229,1.2881637975311149,1.3023380241999571,0.1350912830060462,NED,False,NULL,NULL,NULL
ZTF22abzkgxc,WISEA J121546.78-092722.8,183.94479,-9.45639,1.383655982071115,0.5024557625337616,1.322067308210111,NED,False,0.066686,NULL,PHOT
ZTF22abzgoai,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abzfmws,SDSS J075541.56+391150.2,118.923187128566,39.1972922583812,1.4328323197832153,0.5219554258987513,1.9224829164130395,SDSSDR16,False,0.169554,0.033599,photoz
ZTF22abzdzed,WISEA J025734.62-265107.6,44.39436,-26.85217,0.9902367365482909,0.6876455916833557,1.6759871057266407,NED,False,NULL,NULL,NULL
ZTF22abzafhg,SDSS J075803.78+365011.3,119.515764260874,36.8364771713421,0.21672305155365515,0.22015664154312037,0.08544717468419846,SDSSDR16,False,0.161517,0.120322,photoz
ZTF22abyoltt,SDSS J113203.09+173614.0,173.012893908773,17.60391229864,0.45048383979179407,0.28326815351671075,0.21610947875180017,SDSSDR16,False,0.144934,0.041663,photoz
ZTF22abwtqya,SDSS J112827.55+060027.1,172.114793881277,6.00752815713111,0.4270127546254343,0.5302156407961327,0.8741500504737186,SDSSDR16,False,0.658329,0.064088,photoz
