oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aagifpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aafvubh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aafrlta,SDSS J231901.28+303947.5,349.755340507025,30.6632034342143,2.6109934284637415,SDSSDR16,False,0.634737,0.060905,photoz,NULL,NULL,NULL
ZTF23aagpmuy,WISEA J173635.54+353122.5,264.14808,35.52293,4.341522015644846,NED,False,NULL,NULL,NULL,0.0,0.0825471920249825,4.411773828922623
ZTF23aagpkca,SDSS J180124.79+393740.0,270.353281311269,39.6277859388736,2.9488148930412,SDSSDR16,False,0.078101,0.017012,photoz,1.0,0.1893576672595937,3.0164647569599845
ZTF23aagpjyp,WISEA J181156.29+525032.2,272.98508,52.84137,4.3873398711093,NED,False,NULL,NULL,NULL,2.0,1.057325405915987,3.3847328795741944
ZTF23aagpjty,WISEA J122547.18+810533.1,186.44696,81.09244,4.414357905647479,NED,False,0.114691,NULL,PUN,3.0,0.5508061839632932,3.907219201461648
ZTF23aagozij,SDSS J141746.78+253634.3,214.444920023804,25.6095539919081,0.867880510661081,SDSSDR16,False,0.382553,0.144595,photoz,4.0,0.4135295904227947,0.5759634451441709
ZTF23aagoxky,SDSS J123217.09+240347.2,188.071187889941,24.0631219583502,2.7643737341367114,SDSSDR16,False,0.127464,0.04887,photoz,5.0,1.131178164098547,1.6403989730493576
ZTF23aagoxkv,SDSS J122223.32+275556.2,185.59719166666665,27.932291666666668,1.9450956242426,Simbad,True,0.03631,9.999999747378752e-06,C,6.0,0.4601960576962795,2.1098935686949893
ZTF23aagomdf,SDSS J114035.14+715717.8,175.146437053058,71.9549513676996,4.345137665844969,SDSSDR16,False,0.088792,0.017868,photoz,7.0,0.1003724383454284,4.437866873191634
ZTF23aagolzf,WISEA J143838.03+704825.4,219.65836,70.80708,3.3420565762298806,NED,False,NULL,NULL,NULL,8.0,0.3389320288506054,3.149083998509171
ZTF23aagolyg,WISEA J133356.88+724031.0,203.48703,72.67529,5.133071122437758,NED,False,NULL,NULL,NULL,9.0,0.2715206659699146,5.373805140650247
ZTF23aagjguh,LEDA 1635022,226.9272425,20.747687222222226,1.754634113912095,Simbad,True,0.07546,1.9999999494757503e-05,C,10.0,0.5836631990101752,1.271192161199912
ZTF23aagibtc,SDSS J112749.76+322643.1,171.95733186103,32.4453256489489,1.7837975095780754,SDSSDR16,True,0.08363242,1.282682e-05,specz,12.0,0.4852781196625789,2.1578355807552665
ZTF23aaggulm,SDSS J095328.26+252320.1,148.367744776833,25.3889299375326,3.716737458819017,SDSSDR16,True,0.06685459,1.941786e-05,specz,13.0,0.4066858341813987,3.667394276516157
ZTF23aagfldz,2MASS J18372745+3932262,279.3644,39.54063,2.777059439720577,NED,False,NULL,NULL,NULL,14.0,0.3467118137316162,2.484020934444788
ZTF23aagfjrw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0,NULL,NULL
ZTF23aageyfg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.0,NULL,NULL
ZTF23aagcicf,SDSS J150254.62+170847.1,225.72759791666664,17.146425833333332,3.4483873454432112,Simbad,True,0.03698,9.999999747378752e-06,C,17.0,0.27148359473105,3.209296541496689
ZTF23aagaiwh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,NULL
ZTF23aafwnlm,WISEA J181750.39+463824.0,274.45966,46.64,4.512576456089255,NED,False,NULL,NULL,NULL,19.0,0.5408257339408414,4.1908820515821645
ZTF23aafvstn,SDSS J143316.19+345546.8,218.317473707147,34.9296680834294,6.439479762590148,SDSSDR16,False,0.113265,0.026445,photoz,21.0,0.7966685440516138,6.318289477388653
ZTF23aafvnnz,SDSS J133645.26+111143.5,204.188584231403,11.1954418288707,0.9931662006148648,SDSSDR16,False,0.145585,0.040004,photoz,22.0,0.3184084909067173,1.2340451837016506
ZTF23aafunls,LEDA  970036,185.08166666666665,-11.095833333333331,6.255610447151307,Simbad,False,--,NULL,NULL,23.0,0.3817868111141835,6.050805337008136
ZTF23aaftnvx,SDSS J112227.81-122430.6,170.615875324581,-12.408517920624,0.6199127175886655,SDSSDR16,False,0.18496,0.119077,photoz,24.0,0.2024786732972295,0.4212970317477927
ZTF23aafrlmy,SDSS J234142.32+341345.9,355.42631328002,34.2294423514974,0.3111234307183997,SDSSDR16,False,0.666526,0.187113,photoz,26.0,0.4712539632908508,0.7258086808950194
ZTF23aafrgnr,SDSS J221743.42+144008.1,334.430914065598,14.6689189677817,0.7823464373373232,SDSSDR16,False,0.147769,0.048469,photoz,27.0,0.9349769020863128,1.5454628236836152
