oid,host_id,z
ZTF20aafuwsl,WISEA J015924.48+373045.4,
ZTF20aafuxre,WISEA J014250.23+442407.5,
ZTF20aafvzhu,SDSS J020936.89+151745.8,0.055
ZTF20aafwbrs,SDSS J010847.17+213945.1,0.068
ZTF20aafwgys,WISEA J063426.30+504108.5,
ZTF20aafyvpl,WISEA J070835.36+370918.9,
ZTF18acqgvrt,WISEA J072115.40+555323.4,0.033156
ZTF20aafwvts,WISEA J062004.01-175219.6,
ZTF20aafwzak,WISEA J080655.87+631406.9,
ZTF20aafxiri,WISEA J074348.90-034556.1,
ZTF20aafxkkl,SDSS J080225.93+044736.2,0.026
ZTF20aafxpnp,WISEA J064456.20+405138.4,
ZTF20aafwrrx,SDSS J072532.14+404613.0,0.106
ZTF20aafxarb,SDSS J075058.33+475326.8,0.118
ZTF19acymaxj,WISEA J052436.21-245334.7,
ZTF20aafyobi,SDSS J081351.76+404744.2,0.136
ZTF20aafzcpz,WISEA J081147.14-110531.0,
ZTF20aafzclr,WISEA J082955.15-130955.0,0.057513
ZTF20aagewqr,WISEA J091805.83-154841.8,0.016064
ZTF20aagfjlj,WISEA J101157.72-015705.9,0.0456
ZTF20aagffdu,2MASX J10162539+4205355,0.074948
ZTF20aaghiif,WISEA J111121.32+381355.9,0.059952
ZTF20aafksjo,LEDA 1694702,0.08043
ZTF20aagfgbp,WISEA J114245.38+174730.0,0.140843
ZTF20aaghodz,WISEA J113846.99-130155.3,
ZTF20aagiiik,WISEA J161910.40+534534.3,0.130148
ZTF20aaghpdc,2MASX J17125175+7903392,0.07301
ZTF20aageyxs,WISEA J100642.35+031034.9,0.16591
ZTF20aafyodo,WISEA J083035.71+411016.6,
ZTF20aafzfjy,SDSS J084758.87+255348.7,0.318
