oid,host_id,z
ZTF20acotwqe,WISEA J101055.76-105949.2,
ZTF20acotwur,WISEA J102245.57-084130.4,
ZTF20acorlds,WISEA J012732.93-133155.6,
ZTF20acordhp,SDSS J001757.92+011934.6,0.062
ZTF20acordqz,SDSS J003429.14+011820.0,0.059
ZTF20acoqvnm,WISEA J235509.25+455922.1,
ZTF20acoquxr,SDSS J005317.52+431718.7,0.270
ZTF20acorjop,SDSS J005522.28-100546.6,0.489
ZTF20acoqlrd,SDSS J230404.46+201706.6,0.111
ZTF20acoredl,2MASX J23352328-1447543,0.05796
ZTF20acoqpyb,WISEA J020146.50+011017.6,0.130064
ZTF20acoplqe,SDSS-II SN 08477,0.056282
ZTF20acopavl,SDSS J224242.11+172226.1,0.065
ZTF20acmzfsz,WISEA J231538.78+002224.7,0.125207
ZTF20acmyzer,SDSS J225320.39-062410.4,0.083
ZTF20acojpif,GALEXASC J070349.49+593831.7,
ZTF20acotzqi,WISEA J123324.81+423854.9,0.066753
ZTF20acotynj,WISEA J103948.70+291844.1,0.101696
ZTF20acosehg,WISEA J025056.76+350405.2,
ZTF20acofydj,WISEA J024421.67+525332.9,
ZTF20acoheud,WISEA J103455.23+420255.5,0.0632
ZTF20acoujic,SDSS J082524.69+330748.6,0.146
ZTF20acotgto,SDSS J062535.87+243231.8,0.073
ZTF20acoehjn,SDSS J214641.19+273028.7,0.036
ZTF20acoiehw,SDSS J232251.00+192942.9,0.800
ZTF20acobxlz,LEDA  937757,
ZTF20acommai,SDSS J183159.89+221646.8,0.091
ZTF20acoqpbg,WISEA J014708.02-065250.8,0.060168
ZTF20acotlhc,WISEA J073642.83+125644.9,
