oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF22abhmarl,WISEA J224345.16-160306.7,340.93814,-16.05195,1.2452387928698965,0.4948348551624843,0.7829954687163635,NED,False,NULL,NULL,NULL
ZTF22abhldat,SDSS J222222.26+255022.4,335.592762346165,25.8395797132823,1.6114944314742479,1.9018549939776817,3.221858595118994,SDSSDR16,False,0.053928,0.017707,photoz
ZTF22abhlbbr,WISEA J212134.39-243241.5,320.39328,-24.54467,2.809716074795599,0.5793933933307636,3.109230967521651,NED,False,NULL,NULL,NULL
ZTF22abhkuum,WISEA J165249.06+675644.4,253.20443,67.94569,4.651359725037274,0.4980954162935256,4.430188781889922,NED,False,NULL,NULL,NULL
ZTF22abhkqvh,WISEA J171835.54+130920.1,259.64808,13.15567,0.8909107478140164,0.3639534396492,1.2230455040899317,NED,False,NULL,NULL,NULL
ZTF22abhcnql,SDSS J045935.58+243222.4,74.8982379458858,24.5395801433549,0.852332211301507,0.6191324974516254,0.23381646992321484,SDSSDR16,False,0.090971,0.023895,photoz
ZTF22abgjtlb,SDSS J231050.45+110905.3,347.71022286264,11.1514827371838,0.2430992239214696,0.2741477545108774,0.03824958520705041,SDSSDR16,False,0.223036,0.043702,photoz
ZTF22abfxosl,SDSS J221504.58-051630.6,333.769076494185,-5.27517785867375,0.8172519806273757,0.1769897304711706,0.9942386127528104,SDSSDR16,False,0.036013,0.112345,photoz
ZTF22abfwvoc,SDSS J221750.36+175018.8,334.459847012715,17.8385745012371,1.038756520155538,0.3426532725564482,1.284132745324286,SDSSDR16,False,0.174875,0.069875,photoz
ZTF22abfwuit,SDSS J222811.44+092609.5,337.047666428619,9.43598788326821,0.5210287651105256,0.3479694379877613,0.8623006809903253,SDSSDR16,False,0.17836,0.034003,photoz
ZTF22abfvsgd,SDSS J170734.72+734349.5,256.894659455019,73.7304295384278,0.46924518729605347,0.4973314477075782,0.7355173740396385,SDSSDR16,False,0.146815,0.021727,photoz
