oid,host_id,z
ZTF20aaxmyac,WISEA J161223.41+323325.6,0.07206
ZTF20aaxkgvs,SDSS J150911.93+393210.1,0.293
ZTF20aaxhwmq,WISEA J132641.22+345538.6,0.126766
ZTF20aaxhzhc,GALEXASC J133604.97+285903.2,0.0378
ZTF20aaxkdfm,WISEA J124659.92+143336.5,0.073402
ZTF18aajjbcs,WISEA J115829.27+355039.9,0.191643
ZTF20aaxahpk,2MASX J11182106+4218133,0.070473
ZTF20aawzhim,WISEA J100520.48+375619.1,0.052345
ZTF20aawqywr,IC 2497,0.050221
ZTF20aaxkmer,IC 3918,0.021778
ZTF20aaxmfow,SDSS J190116.43+395754.8,0.062
ZTF20aaxjznp,SDSS J135948.99+300944.8,0.364
