oid,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF23abbtdpq,0,WISEA J023213.52+150629.2,38.05629,15.108,2.5764044761806635,0.5303733439079948,2.04791636897011,NED,False,0.040509,NULL,PUN
ZTF23abbsxhv,1,SDSS J014105.28+285404.8,25.2720165231163,28.9013525021321,3.641775584069689,0.1395499716649803,3.5032139621825227,SDSSDR16,False,0.073556,0.018743,photoz
ZTF23abbskff,2,2MASX J03332013-1530055,53.333802083333325,-15.501515555555557,4.0732586400744,0.263358118922654,3.85897665477111,Simbad,True,0.02924,NULL,D
ZTF23abbsere,3,SDSS J013138.48+091659.2,22.9103145381059,9.28311920519193,1.7824965975396094,0.2847474772801033,1.7954700451597654,SDSSDR16,False,0.189495,0.025425,photoz
ZTF23abbnfef,4,WISEA J191248.47+401851.5,288.20204,40.31431,2.056966562857613,0.4839210092226069,2.5231525085231854,NED,False,NULL,NULL,NULL
ZTF23abbmwnw,5,2MASX J16375448+0353009,249.47704,3.88367,2.2112916285369284,0.3560533293471626,2.127520806708326,NED,False,0.053709,NULL,PUN
ZTF23abbmwmk,6,SDSS J161922.75+244438.6,244.844810825658,24.7440580701113,2.8541609446549243,0.1244192477893817,2.926121038524204,SDSSDR16,True,0.06235271,1.311275e-05,specz
ZTF23abbmrhs,7,WISEA J182352.04+360916.3,275.96662,36.15483,3.1575319128091754,1.3320697075610302,2.113862245377576,NED,False,NULL,NULL,NULL
ZTF23abbmnsq,8,SDSS J161641.14+562209.4,244.171404219748,56.3692942518748,1.931708650789704,0.6048738374112648,2.1181890141502047,SDSSDR16,False,0.074117,0.016273,photoz
ZTF23abbmmeu,9,SDSS J160154.02+315331.3,240.475067436892,31.892049923045,11.385140817115168,0.3830826616118138,11.033708903928543,SDSSDR16,True,0.04496133,1.030292e-05,specz
ZTF23abbmlvx,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23abbmlun,11,SDSS J160727.17+310456.4,241.8631983333333,31.082351944444444,1.946971726679853,0.2266085637218078,1.746580308767229,Simbad,True,0.12294,1.9999999494757503e-05,C
ZTF23abbmkwh,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23abbjstt,13,SDSS J005449.49-034239.9,13.7062245146332,-3.71110379159574,3.0775759644351366,0.4949193754364734,2.6973582000388987,SDSSDR16,False,0.111106,0.017557,photoz
ZTF23abbgnir,14,SDSS J182057.29+424425.9,275.238697697551,42.7405388545386,4.109972073314146,3.1849176997415345,3.407469938472032,SDSSDR16,False,0.120893,0.015111,photoz
ZTF23abbfokh,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23abbfmxe,16,SDSS J170053.10+324931.9,255.221259990255,32.8255373572023,5.840560257998235,0.3395611996367466,6.048725176344973,SDSSDR16,True,0.1376321,3.665734e-05,specz
ZTF23abbdsyf,17,WISEA J212208.09+671523.1,320.53354,67.25622,9.149437651835964,0.4967695502104559,8.861361054483728,NED,False,0.027475,NULL,PUN
ZTF23abaujuy,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23abauieq,19,SDSS J161610.36+525310.6,244.043150174035,52.8862947925639,4.395759440747659,0.5397366063689852,4.928003295084491,SDSSDR16,True,0.082266,1.504216e-05,specz
ZTF23abauhqr,20,SDSS J171219.60+375445.7,258.081653581467,37.9126992103019,0.8022609472252026,0.5324068437046036,0.2709772079096317,SDSSDR16,False,0.057747,0.030778,photoz
ZTF18aarvfan,21,SDSS J165722.38+223510.4,254.34325916666663,22.58623611111111,0.781236132219447,0.4697910344629923,1.0878399804731604,Simbad,True,0.08678,9.999999747378752e-06,C
