oid,host_id,z
ZTF20acxfclm,WISEA J134858.27+383045.9,0.525203
ZTF20acxfced,WISEA J123450.56+265707.3,0.067493
ZTF20acxfccu,WISEA J124524.27+265531.6,0.100222
ZTF20acxcouu,WHL J025412.1+284736,0.1941
ZTF20acxcgvf,WISEA J023236.73+105246.0,
ZTF20acxbnjd,SDSS J015926.74+041345.7,0.077
ZTF20acxbicc,SDSS J023156.57-044536.4,0.061
ZTF20acxbbaj,SDSS J003651.65+021011.8,0.107
ZTF20acxbtov,SDSS J010156.57-000919.0,0.110177
ZTF20acxbjyh,WISEA J011851.96-244245.3,
ZTF20acxbsfw,WISEA J003744.51-275517.9,0.1113
ZTF20acwytsu,SDSS J155928.16+195204.6,0.117
ZTF20acwytht,WISEA J154156.09+160900.1,0.033707
ZTF20acwytmh,WISEA J155127.56+223613.0,0.046987
ZTF20acwpaov,WISEA J084935.13+093513.3,0.059175
ZTF20acxcxkz,WISEA J033840.45-271150.1,
ZTF20acwkbes,SDSS J232554.19+522505.7,0.054
ZTF20acwiaag,WISEA J025143.59+132359.5,
ZTF20acxdegq,WISEA J031033.25-100453.7,
ZTF20acxbnzs,SDSS J014759.79+020422.4,0.332
ZTF20acxdawc,VV 278c,0.025318
ZTF20acxbhvw,SDSS J011546.11+064213.5,0.098
ZTF20acwgsbb,WISEA J005505.30+364629.7,
ZTF20acxbadv,GALEXASC J010143.58-201650.0,
ZTF20acxbayv,WISEA J013009.11-110429.8,
ZTF20acvlzcg,GALEXASC J205122.44+064559.4,
ZTF20acxfcir,SDSS J123142.15+300227.7,0.125
