oid,host_id,z
ZTF20abefeab,SDSS J154015.28+250004.8,0.192
ZTF20abeezqx,SDSS J114645.56+144921.1,0.122
ZTF20abefadn,WISEA J144014.96+003431.4,0.107658
ZTF20abefdgx,SDSS J142744.06+345834.5,0.12865
ZTF20abeezca,SDSS J111907.46+471738.1,
ZTF20abefded,WISEA J141018.22+372639.0,0.067635
ZTF20abeezcd,WISEA J111330.48+443957.4,0.068121
ZTF20abefdvd,WISEA J151923.14+203233.6,0.039173
ZTF20abefyha,2MASX J17243777+0813412,
ZTF20abefdcc,WISEA J122128.99+500446.3,0.099068
ZTF20abegate,SDSS J175952.50+502927.8,0.050
ZTF20abefdew,WISEA J132309.40+492757.3,0.110269
ZTF20abefbvu,SDSS J151743.28+404308.0,0.448
ZTF20abeeyrs,SDSS J115411.62+552044.7,0.319
ZTF20abefexa,SDSS J164413.39+111801.0,0.255
ZTF20abefbjx,WISEA J141738.41+193148.7,0.110292
ZTF18aaiykoz,ARK 491,0.031021
ZTF20abeeyme,WISEA J122654.74+252254.8,0.064765
ZTF20abefeez,WISEA J140808.55-040308.8,0.1241
ZTF20abeeyre,2MASX J12235865+4821144,0.053527
ZTF20abeeytg,NGC 4547,0.042803
ZTF20abegbbk,GALEXASC J193824.98+642159.5,
ZTF20abefdbs,SDSS J124051.84+452842.4,0.154
ZTF20abeeyrn,FIRST J113915.1+541356,0.09679
ZTF18aaszyfr,WISEA J123527.35+694157.4,
ZTF20abefbql,SDSS J135750.16+511353.2,0.139
