oid,host_id,z
ZTF20acimrmc,SDSS J053344.61+014700.0,0.041
ZTF20acimjmc,WISEA J024154.54+464015.3,0.032562
ZTF20acilkcc,SDSS J041035.58-041738.2,0.169
ZTF20acilits,WISEA J050523.17+092401.4,
ZTF20acilzlh,WISEA J043350.45-164833.9,0.046932
ZTF20acikzzn,SDSS J043636.17+210750.8,0.078
ZTF20acildii,WISEA J024938.20+174459.9,
ZTF20acijtrd,SDSS J010229.92-011945.8,0.471
ZTF20aciigcw,SDSS J005850.24+125626.3,0.063
ZTF20acihxjo,SDSS J235117.20+034726.1,0.289
ZTF20acihvsv,SDSS J232712.50+192814.6,0.088
ZTF20acigqfi,WISEA J214703.15-175121.0,
ZTF20acihfol,WISEA J222637.89-213537.3,
ZTF20acihrmy,SDSS J231930.01+154431.0,0.143
ZTF20aciggze,SDSS J230900.33+171626.6,0.178
ZTF20acifzof,SDSS J211324.53+174026.6,0.010
ZTF20acijmji,SDSS J014916.99+275055.9,0.781
ZTF20acijlsh,SDSS J012235.33+400147.0,0.134
ZTF20acilpgo,WISEA J030429.19+140705.8,
ZTF20acihinn,WISEA J224246.82+513023.7,
ZTF20acigxhs,WISEA J221426.72+390330.1,
ZTF20achwayr,WISEA J190728.91-233722.1,
ZTF20acikiie,SDSS J011117.99+465901.4,0.148
ZTF20achpqqx,SDSS J222215.47+132529.4,0.163
ZTF20acimifc,WISEA J041322.45+692841.7,
ZTF20acikwun,WISEA J023156.20+304652.9,
ZTF20aciighy,WISEA J003219.23+182624.3,0.141351
ZTF20achprex,SDSS J223713.61+220005.5,0.243
ZTF20aciknkz,SDSS J022539.64+020928.1,0.103
ZTF20acihvtt,SDSS J233842.17+103555.3,0.126
ZTF20aciiiaf,SDSS J005010.42+112453.4,0.629
ZTF20acilmih,WISEA J025318.40+073043.0,
ZTF20achtyki,WISEA J032332.41-162627.6,
ZTF20achtgpi,SDSS J015157.06+221941.9,0.099
ZTF20achtpbn,WISEA J005351.74-181836.4,
ZTF20achqgll,SDSS J225247.07+302350.7,0.123
ZTF20acilbtg,SDSS J035038.47+353812.6,0.065
ZTF20acihbhx,WISEA J223123.77+400857.4,
ZTF20acifyxi,WISEA J212123.43+242500.5,
ZTF20aciifmf,SDSS J003747.73+201958.3,0.159
ZTF20achqeso,SDSS J234604.04+172120.8,0.207
ZTF20achkmsl,SDSS J234840.77+411733.0,0.075
